# 跨多组信号集汇总的对比结果，便于直接复制到表格或画图脚本。
# dataset: 数据集标签，对应当前批量实验配置中的数据集。
# config: 批量配置标签；对 batched dataset 会去掉末尾的 _001 之类批次编号。
# scheme: foundation / baseline1 / baseline2。
# wcrt_ratio_p95 / threshold_wcrt_ms 等字段名为兼容旧脚本保留；foundation / baseline1 的实际含义为同 code 信号组对应报文中的最大帧响应时间。
# ASIL 分组指标均可直接按 dataset + scheme + asil 进行筛选或透视。

[bandwidth_utilization]
dataset	config	scheme	compare_bandwidth_utilization	static_bandwidth_utilization	signal_count	total_added_signal_copies	schedulable
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	foundation	0.51592239999999978	0.51592239999999978	250	62	1
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline1	0.58795839999999977	0.58795839999999977	250	178	1
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline2	0.35176018019353478	0.35175999999999985	250	0	1
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	foundation	0.49950320000000026	0.49950320000000026	250	62	1
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline1	0.55847519999999984	0.55847519999999984	250	203	1
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline2	0.29189254366257883	0.29189240000000005	250	0	1
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	foundation	0.49730399999999991	0.49730399999999991	250	62	1
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline1	0.53476400000000002	0.53476400000000002	250	192	1
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline2	0.37744138387990789	0.37744119999999998	250	0	1
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	foundation	0.54261959999999954	0.54261959999999954	250	62	1
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline1	0.61284760000000038	0.61284760000000038	250	188	1
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline2	0.35780860245283852	0.35780839999999997	250	0	1
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	foundation	0.54492359999999984	0.54492359999999984	250	62	1
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline1	0.59201959999999987	0.59201959999999987	250	192	1
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline2	0.36645258224094879	0.36645239999999996	250	0	1

[wcrt_ratio_p95]
dataset	config	scheme	asil	signal_count	avg_wcrt_ratio_p95	max_wcrt_ratio_p95
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline2	C	25	0.063452479999999992	0.14480000000000001
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline2	D	12	0.054124866666666667	0.12263999999999994
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	foundation	A	188	0.087931168085171804	0.30920000000077152
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	foundation	B	25	0.11707041600006743	0.30920000000077152
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	foundation	C	25	0.10597003200002282	0.19784000000004198
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	foundation	D	12	0.10081816666668758	0.17764000000003649
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline1	A	188	0.12166688723412535	0.31360000000086075
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline1	B	25	0.14515801600008557	0.31360000000086075
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline1	C	25	0.12655657600003148	0.25412000000006857
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline1	D	12	0.098119166666691016	0.1972800000000518
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline2	A	188	0.063760921276595717	0.29320000000000002
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline2	B	25	0.059834527999999984	0.15331999999999993
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline2	C	25	0.069171823999999965	0.15331999999999993
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline2	D	12	0.059331933333333316	0.14083999999999994
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	foundation	A	188	0.094878165957475877	0.31120000000021264
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	foundation	B	25	0.12194483200003021	0.31120000000021264
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	foundation	C	25	0.11115936000003136	0.31120000000021264
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	foundation	D	12	0.12726933333338444	0.24084000000004835
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline1	A	188	0.14566659787239258	0.35556000000007659
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline1	B	25	0.18083160000005527	0.34764000000007511
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline1	C	25	0.13118960000005275	0.31560000000047239
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline1	D	12	0.14431300000009967	0.260480000000058
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline2	A	188	0.068967495744680946	0.22000000000000003
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline2	B	25	0.074731615999999987	0.22000000000000003
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline2	C	25	0.066029599999999994	0.22000000000000003
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline2	D	12	0.078609333333333309	0.15055999999999994
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	foundation	A	188	0.09476184680858947	0.2664000000011697
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	foundation	B	25	0.11821660800012132	0.34560000000118407
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	foundation	C	25	0.10329452800007308	0.200840000000062
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	foundation	D	12	0.12587833333355175	0.200840000000062
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline1	A	188	0.12519348297877539	0.33200000000067575
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline1	B	25	0.14046608000007721	0.37160000000068294
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline1	C	25	0.1249636000000502	0.33200000000067575
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline1	D	12	0.15309166666680671	0.24680000000068958
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline2	A	188	0.065040853191489292	0.22800000000000001
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline2	B	25	0.066405056000000004	0.2676
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline2	C	25	0.060350559999999984	0.14879999999999999
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline2	D	12	0.076871666666666671	0.14223999999999998

[fault_probability]
dataset	config	scheme	asil	signal_count	avg_fault_probability	max_fault_probability
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	foundation	A	188	4.1014892771219931e-08	6.1599998102720045e-08
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	foundation	B	25	1.6724159311518355e-15	2.5625598677719077e-15
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	foundation	C	25	1.6754239309481361e-15	2.5625598677719077e-15
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	foundation	D	12	1.6774265971288928e-15	2.5625598677719077e-15
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline1	A	188	1.5527660419872272e-08	4.3599999049520024e-08
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline1	B	25	1.7754239237529366e-15	3.7945597662551131e-15
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline1	C	25	1.7981119221453976e-15	3.7945597662551131e-15
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline1	D	12	1.8213599194753196e-15	3.7945597662551131e-15
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline2	A	188	1.299197156476247e-17	1.1102230246251565e-16
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline2	B	25	1.3322676295501878e-17	1.1102230246251565e-16
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline2	C	25	1.7763568394002505e-17	1.1102230246251565e-16
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline2	D	12	9.2518585385429707e-18	1.1102230246251565e-16
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	foundation	A	188	4.0972339584117795e-08	5.3599998563520031e-08
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	foundation	B	25	1.6800319309316373e-15	2.2657598921498278e-15
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	foundation	C	25	1.6600639321729044e-15	2.2657598921498278e-15
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	foundation	D	12	1.6209599346325463e-15	1.8057599230746268e-15
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline1	A	188	1.0155320272359522e-08	5.3599998563520031e-08
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline1	B	25	1.7752959248965399e-15	2.4601598779760682e-15
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline1	C	25	1.7619839257259283e-15	2.4601598779760682e-15
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline1	D	12	1.7210265949925191e-15	2.0793599051811871e-15
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline2	A	188	5.9054416203465774e-18	1.1102230246251565e-16
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline2	B	25	0	0
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline2	C	25	4.4408920985006263e-18	1.1102230246251565e-16
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline2	D	12	9.2518585385429707e-18	1.1102230246251565e-16
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	foundation	A	188	4.1025531070979494e-08	5.3599998563520031e-08
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	foundation	B	25	1.6782719311215892e-15	1.9009599171181472e-15
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	foundation	C	25	1.6462719330917653e-15	1.9009599171181472e-15
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	foundation	D	12	1.6014932692139326e-15	1.7305599280087053e-15
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline1	A	188	1.255744780935824e-08	5.3599998563520031e-08
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline1	B	25	1.722687928141903e-15	2.4601598779760682e-15
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline1	C	25	1.7220479282217748e-15	2.4601598779760682e-15
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline1	D	12	1.6770932645562257e-15	1.9009599171181472e-15
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline2	A	188	2.3031222319351651e-17	1.1102230246251565e-16
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline2	B	25	8.8817841970012525e-18	1.1102230246251565e-16
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline2	C	25	1.3322676295501878e-17	1.1102230246251565e-16
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline2	D	12	9.2518585385429707e-18	1.1102230246251565e-16
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	foundation	A	188	4.1440424665773146e-08	6.1599998102720045e-08
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	foundation	B	25	1.7694079243632152e-15	2.5625598677719077e-15
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	foundation	C	25	1.6673599316273301e-15	2.1625598992247077e-15
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	foundation	D	12	1.7120932621846258e-15	2.1625598992247077e-15
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline1	A	188	1.3346809467121214e-08	4.3599999049520024e-08
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline1	B	25	1.7630719244625176e-15	3.7945597662551131e-15
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline1	C	25	1.7187519281969815e-15	2.4601598779760682e-15
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline1	D	12	1.7338932609220392e-15	2.0793599051811871e-15
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline2	A	188	1.299197156476247e-17	1.1102230246251565e-16
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline2	B	25	4.4408920985006263e-18	1.1102230246251565e-16
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline2	C	25	2.2204460492503132e-17	1.1102230246251565e-16
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline2	D	12	0	0
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	foundation	A	188	4.1536169343800826e-08	6.1599998102720045e-08
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	foundation	B	25	1.716927928651791e-15	1.9641599123984673e-15
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	foundation	C	25	1.7345279262991511e-15	3.7945597662551131e-15
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	foundation	D	12	1.6486932663422523e-15	1.7305599280087053e-15
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline1	A	188	1.2525532921177381e-08	4.7599998867120025e-08
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline1	B	25	1.7694399252142746e-15	2.2657598921498278e-15
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline1	C	25	1.7640319243350297e-15	3.7945597662551131e-15
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline1	D	12	1.7190265952501193e-15	1.9009599171181472e-15
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline2	A	188	0	0
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline2	B	25	0	0
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline2	C	25	0	0
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline2	D	12	0	0

[added_signal_copies]
dataset	config	scheme	asil	signal_count	added_signal_copies
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	foundation	A	188	0
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	foundation	B	25	25
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	foundation	C	25	25
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	foundation	D	12	12
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline1	A	188	116
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline1	B	25	25
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline1	C	25	25
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline1	D	12	12
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline2	A	188	0
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline2	B	25	0
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline2	C	25	0
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	baseline2	D	12	0
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	foundation	A	188	0
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	foundation	B	25	25
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	foundation	C	25	25
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	foundation	D	12	12
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline1	A	188	141
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline1	B	25	25
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline1	C	25	25
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline1	D	12	12
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline2	A	188	0
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline2	B	25	0
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline2	C	25	0
E5S250_5ecu_250signals_002	E5S250_5ecu_250signals	baseline2	D	12	0
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	foundation	A	188	0
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	foundation	B	25	25
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	foundation	C	25	25
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	foundation	D	12	12
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline1	A	188	130
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline1	B	25	25
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline1	C	25	25
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline1	D	12	12
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline2	A	188	0
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline2	B	25	0
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline2	C	25	0
E5S250_5ecu_250signals_003	E5S250_5ecu_250signals	baseline2	D	12	0
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	foundation	A	188	0
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	foundation	B	25	25
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	foundation	C	25	25
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	foundation	D	12	12
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline1	A	188	126
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline1	B	25	25
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline1	C	25	25
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline1	D	12	12
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline2	A	188	0
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline2	B	25	0
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline2	C	25	0
E5S250_5ecu_250signals_004	E5S250_5ecu_250signals	baseline2	D	12	0
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	foundation	A	188	0
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	foundation	B	25	25
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	foundation	C	25	25
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	foundation	D	12	12
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline1	A	188	130
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline1	B	25	25
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline1	C	25	25
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline1	D	12	12
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline2	A	188	0
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline2	B	25	0
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline2	C	25	0
E5S250_5ecu_250signals_005	E5S250_5ecu_250signals	baseline2	D	12	0

[config_schedulability]
config	scheme	dataset_count	unschedulable_dataset_count	unschedulable_ratio
E5S250_5ecu_250signals	foundation	5	0	0
E5S250_5ecu_250signals	baseline1	5	0	0
E5S250_5ecu_250signals	baseline2	5	0	0

[config_period_wcrt_ratio]
config	scheme	period_ms	dataset_count	avg_wcrt_ratio_to_baseline2
E5S250_5ecu_250signals	foundation_no_offset	1	5	1.0158993923150312
E5S250_5ecu_250signals	foundation_no_offset	1000	5	1.7291914173184435
E5S250_5ecu_250signals	foundation_no_offset	2	5	1.1915141994774128
E5S250_5ecu_250signals	foundation_no_offset	10	5	1.5018328444875955
E5S250_5ecu_250signals	foundation_no_offset	50	5	1.6537139856842582
E5S250_5ecu_250signals	foundation_no_offset	5	5	1.1898901445320269
E5S250_5ecu_250signals	foundation_no_offset	20	5	1.72859532326613
E5S250_5ecu_250signals	foundation_no_offset	100	5	1.6951148981712945
E5S250_5ecu_250signals	baseline1_no_offset	1	5	1.2860630270865425
E5S250_5ecu_250signals	baseline1_no_offset	1000	5	2.054850341988911
E5S250_5ecu_250signals	baseline1_no_offset	2	5	1.3005067437010636
E5S250_5ecu_250signals	baseline1_no_offset	10	5	2.1350365836082199
E5S250_5ecu_250signals	baseline1_no_offset	50	5	1.9668837906577898
E5S250_5ecu_250signals	baseline1_no_offset	5	5	1.3582850603398389
E5S250_5ecu_250signals	baseline1_no_offset	20	5	2.128106293799167
E5S250_5ecu_250signals	baseline1_no_offset	100	5	1.996004805880458
E5S250_5ecu_250signals	foundation	1	5	1.0158993923150312
E5S250_5ecu_250signals	foundation	1000	5	1.7291914173184435
E5S250_5ecu_250signals	foundation	2	5	1.1915141994774128
E5S250_5ecu_250signals	foundation	10	5	1.5018328444875955
E5S250_5ecu_250signals	foundation	50	5	1.6537139856842582
E5S250_5ecu_250signals	foundation	5	5	1.1898901445320269
E5S250_5ecu_250signals	foundation	20	5	1.72859532326613
E5S250_5ecu_250signals	foundation	100	5	1.6951148981712945
E5S250_5ecu_250signals	baseline1	1	5	1.2860630270865425
E5S250_5ecu_250signals	baseline1	1000	5	2.054850341988911
E5S250_5ecu_250signals	baseline1	2	5	1.3005067437010636
E5S250_5ecu_250signals	baseline1	10	5	2.1350365836082199
E5S250_5ecu_250signals	baseline1	50	5	1.9668837906577898
E5S250_5ecu_250signals	baseline1	5	5	1.3582850603398389
E5S250_5ecu_250signals	baseline1	20	5	2.128106293799167
E5S250_5ecu_250signals	baseline1	100	5	1.996004805880458
