# algorithm2: 按需三模冗余 + 功能路内同源通信副本。
# 正常模式带宽只统计 comm_id=0/1 的功能路；故障模式带宽统计全量功能路与事件触发控制报文。
# 事件报文集合 F_evt={f_act,f_iso,f_hang}，统一取 1 byte 负载，MIT 取对应功能簇原始信号周期。

[scheme_summary]
scheme	normal_bandwidth_utilization	fault_bandwidth_utilization	total_added_signal_copies	schedulable
algorithm2	0.522566	0.558206	62	0

[cluster_summary]
code	route_count	p_function_fault	p_threshold
627310569	3	6.88338e-15	1
904285308	3	4.88498e-15	1

[cluster_wcrt_summary]
code	period_ms	deadline_ms	main_route_wcrt_ms	activation_wcrt_ms	backup_route_wcrt_ms	compare_time_ms	backup_compute_time_ms	end_to_end_fault_wcrt_ms	meets_deadline
627310569	10	10	2.63	2.832	2.7112	1	1	10.1732	0
904285308	5	5	0.6752	0.7148	0.596	1	1	3.986	1

[route_summary]
code	comm_id	level	type	src_ecu	dst_ecu	period_ms	deadline_ms	signal_instance_count	added_signal_copies	p_comm_fault	p_threshold	max_wcrt_ms
1771568086	0	2	0	4	0	20	20	2	1	1.64736e-15	5.55556e-13	1.9308
2061692099	0	2	0	3	4	10	10	2	1	1.64736e-15	2.77778e-13	1.0396
2105150962	0	2	0	0	4	100	100	2	1	1.56816e-15	2.77778e-12	4.624
2386479733	0	2	0	1	0	10	10	2	1	1.64736e-15	2.77778e-13	1.7288
2509435700	0	2	0	4	2	20	20	2	1	1.56816e-15	5.55556e-13	2.6696
2965207900	0	2	0	0	3	10	10	2	1	1.73056e-15	2.77778e-13	1.398
2981702680	0	2	0	4	1	10	10	2	1	1.64736e-15	2.77778e-13	2.5684
3216041206	0	2	0	2	4	20	20	2	1	2.43936e-15	5.55556e-13	2.63
3274264934	0	2	0	0	1	100	100	2	1	1.56816e-15	2.77778e-12	4.6636
3350261578	0	2	0	3	2	20	20	2	1	1.56816e-15	5.55556e-13	3.3092
3669929619	0	2	0	4	2	10	10	2	1	1.56816e-15	2.77778e-13	2.6696
3719879691	0	2	0	0	3	20	20	2	1	1.64736e-15	5.55556e-13	2.7924
4102731467	0	2	0	3	1	10	10	2	1	1.88496e-15	2.77778e-13	1.608
4140315631	0	2	0	0	2	5	5	2	1	1.56816e-15	1.38889e-13	0.6356
157189317	0	1	0	0	2	50	50	2	1	1.56816e-15	1.38889e-12	3.626
216000811	0	1	0	1	2	5	5	2	1	1.56816e-15	1.38889e-13	0.4356
277774490	0	1	0	3	1	1000	1000	2	1	1.56816e-15	2.77778e-11	6.012
596748705	0	1	0	1	4	10	10	2	1	1.56816e-15	2.77778e-13	1.4792
866443803	0	1	0	2	1	20	20	2	1	1.64736e-15	5.55556e-13	3.3488
922020646	0	1	0	3	2	20	20	2	1	1.56816e-15	5.55556e-13	2.408
926964416	0	1	0	3	2	20	20	2	1	1.56816e-15	5.55556e-13	3.3092
955672303	0	1	0	0	2	10	10	2	1	1.64736e-15	2.77778e-13	1.9724
962605062	0	1	0	3	0	10	10	2	1	1.72656e-15	2.77778e-13	1.6476
1018788787	0	1	0	3	4	100	100	2	1	1.72656e-15	2.77778e-12	3.832
1040233980	0	1	0	4	1	10	10	2	1	1.64736e-15	2.77778e-13	2.5684
1456204505	0	1	0	2	3	1000	1000	2	1	1.56816e-15	2.77778e-11	5.9724
1534885091	0	1	0	1	4	10	10	2	1	1.56816e-15	2.77778e-13	1.4792
1567166222	0	1	0	2	0	20	20	2	1	1.56816e-15	5.55556e-13	3.3884
2057991592	0	1	0	2	0	10	10	2	1	1.56816e-15	2.77778e-13	0.5148
2118130205	0	1	0	0	2	100	100	2	1	1.56816e-15	2.77778e-12	3.626
2474918491	0	1	0	0	3	10	10	2	1	1.73056e-15	2.77778e-13	1.398
2607491937	0	1	0	4	1	100	100	2	1	1.56816e-15	2.77778e-12	4.5052
2863991460	0	1	0	0	3	10	10	2	1	1.64736e-15	2.77778e-13	2.7924
3172778085	0	1	0	0	2	2	2	2	1	1.56816e-15	5.55556e-14	0.3072
3370370065	0	1	0	1	0	20	20	2	1	1.64736e-15	5.55556e-13	1.7288
3461435426	0	1	0	2	4	20	20	2	1	2.43936e-15	5.55556e-13	2.63
3496591172	0	1	0	4	1	10	10	2	1	1.64736e-15	2.77778e-13	2.5684
4114386274	0	1	0	4	1	10	10	2	1	1.64736e-15	2.77778e-13	2.5684
4205950855	0	1	0	2	1	20	20	2	1	1.64736e-15	5.55556e-13	3.3488
15154635	0	0	0	0	1	5	5	1	0	4.16e-08	1	0.5564
62808135	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.7112
89125888	0	0	0	1	4	1000	1000	1	0	3.96e-08	1	4.7824
106606146	0	0	0	4	1	20	20	1	0	4.16e-08	1	2.5684
109305538	0	0	0	3	4	50	50	1	0	3.96e-08	1	3.5468
131191557	0	0	0	3	4	100	100	1	0	4.36e-08	1	3.832
150008389	0	0	0	1	4	20	20	1	0	3.96e-08	1	1.4792
228523049	0	0	0	3	4	20	20	1	0	4.16e-08	1	1.0396
250529172	0	0	0	2	1	2	2	1	0	3.96e-08	1	0.3468
277860819	0	0	0	2	0	20	20	1	0	3.96e-08	1	2.9508
293948492	0	0	0	0	1	10	10	1	0	4.16e-08	1	0.5564
294000755	0	0	0	4	1	1000	1000	1	0	3.96e-08	1	4.9408
318280796	0	0	0	3	1	20	20	1	0	4.76e-08	1	1.5684
319419472	0	0	0	3	0	10	10	1	0	3.96e-08	1	1.6476
387229271	0	0	0	4	3	100	100	1	0	3.96e-08	1	3.5864
396952203	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.7528
400799953	0	0	0	0	4	10	10	1	0	4.16e-08	1	2.7528
406007865	0	0	0	3	0	10	10	1	0	4.36e-08	1	0.8376
408724641	0	0	0	1	0	20	20	1	0	4.16e-08	1	1.6892
464014652	0	0	0	4	3	20	20	1	0	3.96e-08	1	1.8892
476717859	0	0	0	4	1	10	10	1	0	3.96e-08	1	0.596
509286032	0	0	0	2	0	1	1	1	0	3.96e-08	1	0.2376
518397843	0	0	0	3	0	10	10	1	0	3.96e-08	1	1.6476
519322812	0	0	0	4	3	50	50	1	0	3.96e-08	1	3.5864
546621314	0	0	0	3	4	20	20	1	0	4.16e-08	1	1.0396
591080722	0	0	0	2	1	2	2	1	0	3.96e-08	1	0.3468
594084072	0	0	0	1	0	1	1	1	0	3.96e-08	1	0.1188
627310569	0	0	1	2	4	10	10	1	0	6.16e-08	1	2.63
627310569	1	0	2	3	4	10	10	1	0	4.16e-08	1	1.0396
627310569	2	0	2	0	4	10	10	1	0	4.16e-08	1	2.7112
684083983	0	0	0	3	0	100	100	1	0	3.96e-08	1	4.03
726295545	0	0	0	0	2	20	20	1	0	4.16e-08	1	1.9724
748477874	0	0	0	1	0	100	100	1	0	3.96e-08	1	3.9904
766827143	0	0	0	0	2	50	50	1	0	3.96e-08	1	3.626
767807202	0	0	0	1	4	20	20	1	0	3.96e-08	1	1.3168
801030254	0	0	0	0	2	100	100	1	0	3.96e-08	1	3.626
827543720	0	0	0	0	2	20	20	1	0	4.16e-08	1	1.9724
836935876	0	0	0	2	1	1	1	1	0	3.96e-08	1	0.198
854759611	0	0	0	1	2	100	100	1	0	3.96e-08	1	3.7488
866350570	0	0	0	3	2	100	100	1	0	3.96e-08	1	3.7884
880560806	0	0	0	3	0	100	100	1	0	3.96e-08	1	4.03
901799424	0	0	0	2	4	10	10	1	0	6.16e-08	1	2.63
904285308	0	0	1	2	1	5	5	1	0	3.96e-08	1	0.6752
904285308	1	0	2	0	1	5	5	1	0	4.16e-08	1	0.5564
904285308	2	0	2	4	1	5	5	1	0	3.96e-08	1	0.596
971429946	0	0	0	3	4	100	100	1	0	4.36e-08	1	3.832
1007784046	0	0	0	2	0	20	20	1	0	3.96e-08	1	3.3884
1022957872	0	0	0	4	1	20	20	1	0	3.96e-08	1	2.3684
1026226728	0	0	0	1	3	100	100	1	0	3.96e-08	1	4.5844
1138065792	0	0	0	0	2	20	20	1	0	3.96e-08	1	3.428
1171349047	0	0	0	1	4	50	50	1	0	4.36e-08	1	3.7092
1236050172	0	0	0	3	1	10	10	1	0	3.96e-08	1	1.608
1242157975	0	0	0	3	4	10	10	1	0	4.16e-08	1	1.0396
1249876648	0	0	0	3	1	10	10	1	0	4.76e-08	1	1.5684
1299766368	0	0	0	3	0	10	10	1	0	4.36e-08	1	0.8376
1304448576	0	0	0	2	1	100	100	1	0	3.96e-08	1	3.9508
1351175526	0	0	0	4	3	10	10	1	0	3.96e-08	1	2.4476
1354385865	0	0	0	1	4	100	100	1	0	4.36e-08	1	3.7092
1365296168	0	0	0	0	1	5	5	1	0	4.16e-08	1	0.5564
1367798863	0	0	0	2	0	20	20	1	0	3.96e-08	1	2.9508
1380230927	0	0	0	1	2	2	2	1	0	3.96e-08	1	0.0792
1413873153	0	0	0	1	0	20	20	1	0	3.96e-08	1	1.7288
1414910729	0	0	0	3	0	20	20	1	0	4.36e-08	1	0.8376
1445037519	0	0	0	1	0	20	20	1	0	4.16e-08	1	1.6892
1477991539	0	0	0	4	3	20	20	1	0	3.96e-08	1	2.4476
1486372918	0	0	0	2	4	20	20	1	0	3.96e-08	1	2.012
1514081461	0	0	0	2	0	1	1	1	0	3.96e-08	1	0.2376
1565277774	0	0	0	4	0	10	10	1	0	3.96e-08	1	1.3564
1629779880	0	0	0	4	2	10	10	1	0	3.96e-08	1	0.9168
1634876096	0	0	0	1	0	2	2	1	0	3.96e-08	1	0.1188
1654974104	0	0	0	0	2	20	20	1	0	4.16e-08	1	1.9724
1699694346	0	0	0	1	0	2	2	1	0	3.96e-08	1	0.1188
1710567383	0	0	0	1	2	100	100	1	0	3.96e-08	1	3.9112
1711454593	0	0	0	2	1	100	100	1	0	3.96e-08	1	3.9508
1715855286	0	0	0	4	1	50	50	1	0	3.96e-08	1	3.6656
1735809062	0	0	0	4	2	10	10	1	0	3.96e-08	1	0.8772
1752510742	0	0	0	2	0	1	1	1	0	3.96e-08	1	0.2376
1765184460	0	0	0	2	1	1	1	1	0	3.96e-08	1	0.198
1782194709	0	0	0	2	4	10	10	1	0	6.16e-08	1	2.63
1803280226	0	0	0	2	1	10	10	1	0	4.16e-08	1	1.5208
1804736884	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.398
1805982643	0	0	0	3	1	20	20	1	0	4.76e-08	1	1.5684
1824521868	0	0	0	0	2	20	20	1	0	4.16e-08	1	1.9724
1831086541	0	0	0	1	2	100	100	1	0	3.96e-08	1	3.7488
1851601388	0	0	0	1	3	100	100	1	0	3.96e-08	1	4.5844
1879425117	0	0	0	0	2	1	1	1	0	3.96e-08	1	0.1584
1886675991	0	0	0	4	0	10	10	1	0	4.16e-08	1	1.9308
1896253552	0	0	0	1	2	100	100	1	0	3.96e-08	1	3.7488
1900143684	0	0	0	0	1	100	100	1	0	3.96e-08	1	4.6636
1905541369	0	0	0	4	0	10	10	1	0	4.16e-08	1	1.9308
1929877645	0	0	0	3	4	10	10	1	0	3.96e-08	1	0.9564
1937986654	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.7112
1942795092	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.9924
2010030964	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.398
2013070410	0	0	0	1	2	10	10	1	0	3.96e-08	1	1.8496
2014527141	0	0	0	4	3	10	10	1	0	3.96e-08	1	1.8892
2018090049	0	0	0	2	4	10	10	1	0	6.16e-08	1	2.63
2019804409	0	0	0	0	4	100	100	1	0	3.96e-08	1	3.8716
2022221121	0	0	0	4	0	100	100	1	0	3.96e-08	1	4.7032
2057426479	0	0	0	1	3	20	20	1	0	3.96e-08	1	2.5268
2079929923	0	0	0	4	1	10	10	1	0	3.96e-08	1	0.596
2095306678	0	0	0	3	1	20	20	1	0	3.96e-08	1	1.608
2106068404	0	0	0	2	3	10	10	1	0	4.16e-08	1	1.7704
2114121105	0	0	0	3	4	10	10	1	0	3.96e-08	1	0.9564
2158305652	0	0	0	2	0	10	10	1	0	3.96e-08	1	0.4752
2165055877	0	0	0	0	3	100	100	1	0	3.96e-08	1	4.5448
2204460951	0	0	0	2	0	20	20	1	0	3.96e-08	1	3.3884
2222169003	0	0	0	3	2	100	100	1	0	3.96e-08	1	3.7884
2242481275	0	0	0	1	0	100	100	1	0	3.96e-08	1	3.9904
2278180317	0	0	0	1	3	100	100	1	0	3.96e-08	1	4.5844
2281144853	0	0	0	2	0	5	5	1	0	3.96e-08	1	0.5148
2283689033	0	0	0	1	2	100	100	1	0	3.96e-08	1	3.7488
2294663989	0	0	0	1	0	1000	1000	1	0	3.96e-08	1	4.822
2417797500	0	0	0	1	4	100	100	1	0	4.36e-08	1	3.7092
2424392458	0	0	0	2	3	20	20	1	0	4.16e-08	1	1.7704
2430664854	0	0	0	3	4	10	10	1	0	4.16e-08	1	1.0396
2463219099	0	0	0	4	3	100	100	1	0	3.96e-08	1	3.5864
2484803182	0	0	0	3	2	10	10	1	0	3.96e-08	1	2.408
2495894253	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.9924
2507541484	0	0	0	0	3	1000	1000	1	0	3.96e-08	1	5.8932
2513021432	0	0	0	2	3	100	100	1	0	3.96e-08	1	3.4676
2528186269	0	0	0	0	3	20	20	1	0	4.16e-08	1	1.398
2542342536	0	0	0	4	0	100	100	1	0	3.96e-08	1	4.7032
2617641263	0	0	0	4	1	20	20	1	0	3.96e-08	1	2.3684
2620701887	0	0	0	0	2	10	10	1	0	4.16e-08	1	1.9724
2638409861	0	0	0	2	0	10	10	1	0	3.96e-08	1	0.4752
2657179305	0	0	0	1	2	100	100	1	0	3.96e-08	1	3.7488
2691819380	0	0	0	0	4	1000	1000	1	0	3.96e-08	1	5.814
2711836198	0	0	0	3	2	100	100	1	0	3.96e-08	1	3.7884
2715828202	0	0	0	4	2	10	10	1	0	3.96e-08	1	0.8772
2742074374	0	0	0	0	2	100	100	1	0	3.96e-08	1	3.5072
2747385633	0	0	0	4	1	10	10	1	0	3.96e-08	1	0.596
2766424585	0	0	0	0	3	10	10	1	0	3.96e-08	1	2.7924
2808703438	0	0	0	4	1	100	100	1	0	3.96e-08	1	4.5052
2845015553	0	0	0	2	3	20	20	1	0	4.16e-08	1	1.4396
2856075595	0	0	0	4	2	10	10	1	0	3.96e-08	1	0.9168
2891579887	0	0	0	1	0	20	20	1	0	4.16e-08	1	1.6892
2891698372	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.7112
2995249302	0	0	0	1	2	100	100	1	0	3.96e-08	1	3.9112
3004365994	0	0	0	4	2	10	10	1	0	3.96e-08	1	0.9168
3007097306	0	0	0	2	0	100	100	1	0	3.96e-08	1	4.426
3009411108	0	0	0	1	2	2	2	1	0	3.96e-08	1	0.2772
3010809874	0	0	0	2	1	20	20	1	0	4.16e-08	1	1.5208
3074991811	0	0	0	2	4	10	10	1	0	6.16e-08	1	2.63
3095652560	0	0	0	3	2	20	20	1	0	3.96e-08	1	1.81
3100848962	0	0	0	0	1	10	10	1	0	4.16e-08	1	0.5564
3121250325	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.7112
3124271464	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.398
3139780527	0	0	0	0	1	10	10	1	0	4.16e-08	1	0.5564
3177648830	0	0	0	3	2	100	100	1	0	3.96e-08	1	4.3864
3183134398	0	0	0	2	1	20	20	1	0	4.16e-08	1	1.5208
3226231995	0	0	0	2	3	50	50	1	0	3.96e-08	1	3.4676
3240681659	0	0	0	3	2	20	20	1	0	3.96e-08	1	2.408
3243172715	0	0	0	4	3	20	20	1	0	3.96e-08	1	2.4476
3257042480	0	0	0	2	1	20	20	1	0	3.96e-08	1	3.3488
3274100636	0	0	0	1	0	1	1	1	0	3.96e-08	1	0.1188
3293105281	0	0	0	1	0	20	20	1	0	4.16e-08	1	1.6892
3311893079	0	0	0	2	3	20	20	1	0	4.16e-08	1	1.4396
3342701266	0	0	0	2	0	10	10	1	0	3.96e-08	1	0.4752
3408605394	0	0	0	0	3	10	10	1	0	3.96e-08	1	2.7924
3437074414	0	0	0	4	3	1000	1000	1	0	3.96e-08	1	5.02
3486614233	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.9924
3500992107	0	0	0	0	1	100	100	1	0	3.96e-08	1	4.6636
3512865393	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.9924
3545077392	0	0	0	1	4	20	20	1	0	3.96e-08	1	1.4792
3549932127	0	0	0	0	2	10	10	1	0	3.96e-08	1	0.396
3561954930	0	0	0	4	1	20	20	1	0	4.16e-08	1	2.5684
3573364692	0	0	0	4	3	10	10	1	0	3.96e-08	1	1.8892
3574901676	0	0	0	0	2	5	5	1	0	3.96e-08	1	0.396
3619916983	0	0	0	4	0	100	100	1	0	3.96e-08	1	4.7032
3639717999	0	0	0	0	2	100	100	1	0	3.96e-08	1	3.5072
3677709098	0	0	0	2	3	10	10	1	0	4.16e-08	1	1.7704
3684816361	0	0	0	2	1	10	10	1	0	4.16e-08	1	1.5208
3695928441	0	0	0	4	0	20	20	1	0	4.16e-08	1	1.9308
3723123109	0	0	0	1	3	10	10	1	0	3.96e-08	1	2.5268
3741481964	0	0	0	2	1	20	20	1	0	4.16e-08	1	1.5208
3758163844	0	0	0	3	4	20	20	1	0	3.96e-08	1	0.9564
3770516376	0	0	0	0	2	20	20	1	0	3.96e-08	1	3.428
3826656461	0	0	0	0	4	1000	1000	1	0	3.96e-08	1	5.814
3854523446	0	0	0	4	1	100	100	1	0	3.96e-08	1	4.5052
3869546001	0	0	0	1	2	10	10	1	0	3.96e-08	1	0.4356
3886531722	0	0	0	1	0	1	1	1	0	3.96e-08	1	0.1188
3900962867	0	0	0	2	4	20	20	1	0	6.16e-08	1	2.63
3958724721	0	0	0	2	4	1000	1000	1	0	3.96e-08	1	4.9012
3983631663	0	0	0	1	2	20	20	1	0	3.96e-08	1	1.8496
4005565282	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.7528
4028215569	0	0	0	2	3	20	20	1	0	4.16e-08	1	1.7704
4050569195	0	0	0	0	3	10	10	1	0	4.16e-08	1	0.998
4131653566	0	0	0	3	1	20	20	1	0	4.76e-08	1	1.5684
4153046880	0	0	0	1	2	10	10	1	0	3.96e-08	1	0.4356
4164547044	0	0	0	0	4	100	100	1	0	3.96e-08	1	3.8716
4188047416	0	0	0	0	4	10	10	1	0	4.16e-08	1	2.7528
