retry_distribution_report	D:/document/CODE/paper1/storage/retry_analysis_202647_163528.txt

[scheme_summary]
scheme	compare_bandwidth_utilization	static_bandwidth_utilization	signal_count
foundation	0.57085999999999992	0.57085999999999992	100
baseline1	0.57896000000000014	0.57896000000000014	100
baseline2	0.47620800000000041	0.47620800000000041	100
baseline3	0.3480920000000004	0.3473	100

[asil_wcrt_ratio_p95]
scheme	asil	signal_count	avg_wcrt_ratio_p95	max_wcrt_ratio_p95
foundation	A	73	0.0046287123287671239	0.039600000000000003
foundation	B	8	0.0091575000000000007	0.039600000000000003
foundation	C	14	0.0024042857142857138	0.00396
foundation	D	5	0.0018216	0.00396
baseline1	A	73	0.0046287123287671239	0.039600000000000003
baseline1	B	8	0.0091824999999999997	0.039600000000000003
baseline1	C	14	0.0024042857142857138	0.00396
baseline1	D	5	0.0018216	0.00396
baseline2	A	73	0.0046369315068493155	0.039600000000000003
baseline2	B	8	0.0091824999999999997	0.039600000000000003
baseline2	C	14	0.0024185714285714283	0.0041599999999999996
baseline2	D	5	0.0018615999999999997	0.0041599999999999996
baseline3	A	73	0.067584931506849313	0.16239999999999999
baseline3	B	8	0.095669999999999991	0.20200000000000001
baseline3	C	14	0.056023714285714288	0.13939999999999994
baseline3	D	5	0.053392000000000009	0.087520000000000001

[asil_wcrt_ratio_p99]
scheme	asil	signal_count	avg_wcrt_ratio_p99	max_wcrt_ratio_p99
foundation	A	73	0.0046287123287671239	0.039600000000000003
foundation	B	8	0.0091575000000000007	0.039600000000000003
foundation	C	14	0.0024042857142857138	0.00396
foundation	D	5	0.0018216	0.00396
baseline1	A	73	0.0046287123287671239	0.039600000000000003
baseline1	B	8	0.0091824999999999997	0.039600000000000003
baseline1	C	14	0.0024042857142857138	0.00396
baseline1	D	5	0.0018216	0.00396
baseline2	A	73	0.0046369315068493155	0.039600000000000003
baseline2	B	8	0.0091824999999999997	0.039600000000000003
baseline2	C	14	0.0024185714285714283	0.0041599999999999996
baseline2	D	5	0.0018615999999999997	0.0041599999999999996
baseline3	A	73	0.067584931506849313	0.16239999999999999
baseline3	B	8	0.095669999999999991	0.20200000000000001
baseline3	C	14	0.056023714285714288	0.13939999999999994
baseline3	D	5	0.053392000000000009	0.087520000000000001

[asil_fault_probability]
scheme	asil	signal_count	avg_fault_probability	max_fault_probability
foundation	A	73	9.1326084126198435e-06	1.1771930710224865e-05
foundation	B	8	1.0694929795143901e-15	1.2222776908536274e-15
foundation	C	14	1.1437908343498795e-15	1.2840085406808104e-15
foundation	D	5	9.9016832267628397e-16	1.2840085406808104e-15
baseline1	A	73	8.2316270526396178e-06	1.1771930710224865e-05
baseline1	B	8	1.246615580208745e-15	1.4169808056945682e-15
baseline1	C	14	1.2222776908536278e-15	1.2222776908536274e-15
baseline1	D	5	1.2222776908536274e-15	1.2222776908536274e-15
baseline2	A	73	8.5245762717109043e-06	1.1771930710224865e-05
baseline2	B	8	1.0150793494278337e-10	1.2615640700448312e-10
baseline2	C	14	7.3490362962979188e-11	1.1431764171001549e-10
baseline2	D	5	1.2612183138218156e-15	1.4169808056945682e-15
baseline3	A	73	9.9850999933940953e-10	3.6443439664253456e-08
baseline3	B	8	4.5554299996650455e-09	3.6443439664253456e-08
baseline3	C	14	5.5511151231257827e-17	2.2204460492503131e-16
baseline3	D	5	4.4408920985006264e-17	2.2204460492503131e-16

[signal_detail]
scheme	code	asil	level	type	period_ms	src_ecu	dst_ecu	p_fault	p_threshold	expected_wcrt_ms	wcrt_p95_ms	wcrt_p99_ms	wcrt_ratio_p95	wcrt_ratio_p99
baseline2	1789942364	A	0	0	100	4	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	2143942420	A	0	0	100	2	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	2171161352	A	0	0	100	3	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	2741225372	A	0	0	100	4	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	2900853356	A	0	0	100	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	3476688662	A	0	0	100	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	3498791255	A	0	0	100	5	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	3627135396	A	0	0	100	0	4	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	3789796235	A	0	0	100	4	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	3930022951	A	0	0	100	2	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	3965871639	A	0	0	100	0	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	4093382189	A	0	0	100	1	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	4159108369	A	0	0	100	5	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline3	531699918	D	3	0	10	2	1	2.2204460492503131e-16	2.7777777777777781e-14	0.36244370681390564	0.3624	0.3624	0.036240000000000001	0.036240000000000001
baseline3	220088069	D	3	0	20	2	0	3.5146589340304708e-101	5.5555555555555561e-14	1.6715096432391845	1.6711999999999998	1.6711999999999998	0.083559999999999995	0.083559999999999995
baseline3	272623031	D	3	0	20	0	4	3.5146589340304708e-101	5.5555555555555561e-14	1.7507243163718216	1.7504	1.7504	0.087520000000000001	0.087520000000000001
baseline3	3981459150	D	3	1	50	1	3	1.3163264630044925e-246	1.388888888888889e-13	1.7903316528974313	1.7900000000000003	1.7900000000000003	0.035800000000000005	0.035800000000000005
baseline3	2775437307	D	3	0	100	3	4	0	2.7777777777777779e-13	2.3842888349734208	2.3840000000000012	2.3840000000000012	0.023840000000000014	0.023840000000000014
baseline3	318998251	C	2	0	10	0	4	4.0993331920488567e-32	2.7777777777777779e-13	0.52086281093058406	0.52080000000000015	0.52080000000000015	0.052080000000000015	0.052080000000000015
baseline3	2386547931	C	2	0	10	3	5	1.1102230246251565e-16	2.7777777777777779e-13	1.3941681391864551	1.3939999999999995	1.3939999999999995	0.13939999999999994	0.13939999999999994
baseline3	2783465151	C	2	0	10	4	2	1.1102230246251565e-16	2.7777777777777779e-13	0.99616272951866747	0.99599999999999977	0.99599999999999977	0.09959999999999998	0.09959999999999998
baseline3	3511932383	C	2	0	10	2	1	2.2204460492503131e-16	2.7777777777777779e-13	0.36244370681390564	0.3624	0.3624	0.036240000000000001	0.036240000000000001
baseline3	3586730588	C	2	0	10	5	4	3.8027433777976088e-55	2.7777777777777779e-13	0.87734330346171097	0.87719999999999998	0.87719999999999998	0.087719999999999992	0.087719999999999992
baseline3	3787046653	C	2	0	10	1	3	1.1102230246251565e-16	2.7777777777777779e-13	0.32083851633806076	0.32079999999999997	0.32079999999999997	0.032079999999999997	0.032079999999999997
baseline3	1293951024	C	2	0	20	3	0	1.1102230246251565e-16	5.5555555555555559e-13	1.7111169798190744	1.7108000000000001	1.7108000000000001	0.085540000000000005	0.085540000000000005
baseline3	2050449613	C	2	0	20	2	0	3.5146589340304708e-101	5.5555555555555559e-13	1.6715096432391845	1.6711999999999998	1.6711999999999998	0.083559999999999995	0.083559999999999995
baseline3	2113123330	C	2	0	20	4	1	6.0395979493671635e-59	5.5555555555555559e-13	0.60009801974332555	0.60000000000000009	0.60000000000000009	0.030000000000000006	0.030000000000000006
baseline3	3631772853	C	2	0	20	4	1	6.0395979493671635e-59	5.5555555555555559e-13	0.60009801974332555	0.60000000000000009	0.60000000000000009	0.030000000000000006	0.030000000000000006
baseline3	1148273821	C	2	0	50	1	3	1.3163264630044925e-246	1.3888888888888889e-12	1.7903316528974313	1.7900000000000003	1.7900000000000003	0.035800000000000005	0.035800000000000005
baseline3	2004297814	C	2	1	100	0	5	0	2.7777777777777777e-12	2.5031032299748359	2.5028000000000024	2.5028000000000024	0.025028000000000022	0.025028000000000022
baseline3	2854759111	C	2	0	100	1	5	1.1102230246251565e-16	2.7777777777777777e-12	2.34468403667579	2.3444000000000011	2.3444000000000011	0.02344400000000001	0.02344400000000001
baseline3	2925594752	C	2	0	100	3	4	0	2.7777777777777777e-12	2.3842888349734208	2.3840000000000012	2.3840000000000012	0.023840000000000014	0.023840000000000014
baseline3	115570613	B	1	0	1	3	5	3.6443439664253456e-08	2.7777777777777774e-14	0.20202425139470162	0.20200000000000001	0.20200000000000001	0.20200000000000001	0.20200000000000001
baseline3	39748927	B	1	0	5	2	3	4.0993331920488567e-32	1.388888888888889e-13	0.44165325883604095	0.44160000000000005	0.44160000000000005	0.08832000000000001	0.08832000000000001
baseline3	2337449709	B	1	1	5	1	3	1.1102230246251565e-16	1.388888888888889e-13	0.32083851633806076	0.32079999999999997	0.32079999999999997	0.064159999999999995	0.064159999999999995
baseline3	535246013	B	1	0	10	0	3	6.0395979493671635e-59	2.7777777777777779e-13	0.56046758700688459	0.56040000000000012	0.56040000000000012	0.056040000000000013	0.056040000000000013
baseline3	2027134612	B	1	0	10	2	4	6.0395979493671635e-59	2.7777777777777779e-13	0.71891742715976692	0.71880000000000011	0.71880000000000011	0.071880000000000013	0.071880000000000013
baseline3	2636988833	B	1	0	10	1	4	1.1102230246251565e-16	2.7777777777777779e-13	1.3545633623149376	1.3543999999999996	1.3543999999999996	0.13543999999999995	0.13543999999999995
baseline3	2715424368	B	1	0	10	3	2	1.1102230246251565e-16	2.7777777777777779e-13	0.63970448890023535	0.63960000000000017	0.63960000000000017	0.063960000000000017	0.063960000000000017
baseline3	2000966795	B	1	0	20	2	0	3.5146589340304708e-101	5.5555555555555559e-13	1.6715096432391845	1.6711999999999998	1.6711999999999998	0.083559999999999995	0.083559999999999995
baseline3	3079758100	A	0	0	1	5	2	3.6443439664253456e-08	1	0.16241949716091539	0.16239999999999999	0.16239999999999999	0.16239999999999999	0.16239999999999999
baseline3	3889627212	A	0	0	1	1	5	3.279835770489159e-12	1	0.083209988693449199	0.083199999999999996	0.083199999999999996	0.083199999999999996	0.083199999999999996
baseline3	4085120209	A	0	0	1	2	4	3.6443439664253456e-08	1	0.12281474292711257	0.12279999999999999	0.12279999999999999	0.12279999999999999	0.12279999999999999
baseline3	138862700	A	0	0	2	1	3	3.5414097942406272e-15	1	0.28123376175404974	0.28120000000000001	0.28120000000000001	0.1406	0.1406
baseline3	3112775413	A	0	0	2	2	0	3.5414097942406272e-15	1	0.24162900719733471	0.24160000000000001	0.24160000000000001	0.1208	0.1208
baseline3	481296015	A	0	0	5	5	0	4.4408920985006262e-16	1	0.40204848280668115	0.40200000000000002	0.40200000000000002	0.080399999999999999	0.080399999999999999
baseline3	616608204	A	0	0	5	2	0	6.6613381477509392e-16	1	0.48125803486496865	0.48120000000000007	0.48120000000000007	0.09624000000000002	0.09624000000000002
baseline3	1855273306	A	0	0	5	1	3	1.1102230246251565e-16	1	0.32083851633806076	0.32079999999999997	0.32079999999999997	0.064159999999999995	0.064159999999999995
baseline3	2605539265	A	0	1	5	0	4	4.0993331920488567e-32	1	0.52086281093058406	0.52080000000000015	0.52080000000000015	0.10416000000000003	0.10416000000000003
baseline3	2831306017	A	0	0	5	2	1	2.2204460492503131e-16	1	0.36244370681390564	0.3624	0.3624	0.072480000000000003	0.072480000000000003
baseline3	90687314	A	0	0	10	4	0	1.1768364061026659e-14	1	0.95655624148977525	0.95639999999999992	0.95639999999999992	0.095639999999999989	0.095639999999999989
baseline3	430646417	A	0	0	10	0	1	1.2212453270876722e-14	1	1.0357691994704157	1.0355999999999999	1.0355999999999999	0.10355999999999999	0.10355999999999999
baseline3	606726597	A	0	0	10	0	3	6.0395979493671635e-59	1	0.56046758700688459	0.56040000000000012	0.56040000000000012	0.056040000000000013	0.056040000000000013
baseline3	1079207767	A	0	0	10	5	2	1.1102230246251565e-14	1	0.79813036533404624	0.79800000000000004	0.79800000000000004	0.07980000000000001	0.07980000000000001
baseline3	1104588249	A	0	0	10	3	5	1.1102230246251565e-16	1	1.3941681391864551	1.3939999999999995	1.3939999999999995	0.13939999999999994	0.13939999999999994
baseline3	1327292881	A	0	0	10	0	2	1.1546319456101628e-14	1	0.91694977247800769	0.91679999999999984	0.91679999999999984	0.091679999999999984	0.091679999999999984
baseline3	1493501194	A	0	1	10	3	2	1.1102230246251565e-16	1	0.63970448890023535	0.63960000000000017	0.63960000000000017	0.063960000000000017	0.063960000000000017
baseline3	1979378018	A	0	0	10	3	2	1.1102230246251565e-16	1	0.63970448890023535	0.63960000000000017	0.63960000000000017	0.063960000000000017	0.063960000000000017
baseline3	2085415102	A	0	0	10	2	5	2.5979218776228663e-14	1	1.27335356705002	1.2731999999999997	1.2731999999999997	0.12731999999999996	0.12731999999999996
baseline3	2087437808	A	0	0	10	5	3	2.5757174171303632e-14	1	1.2337487902614337	1.2335999999999998	1.2335999999999998	0.12335999999999998	0.12335999999999998
baseline3	2131469441	A	0	1	10	3	4	1.0880185641326534e-14	1	0.67931095802709562	0.67920000000000003	0.67920000000000003	0.067920000000000008	0.067920000000000008
baseline3	2160514721	A	0	0	10	2	0	6.6613381477509392e-16	1	0.48125803486496865	0.48120000000000007	0.48120000000000007	0.04812000000000001	0.04812000000000001
baseline3	2427016239	A	0	0	10	1	4	1.1102230246251565e-16	1	1.3545633623149376	1.3543999999999996	1.3543999999999996	0.13543999999999995	0.13543999999999995
baseline3	2458310711	A	0	0	10	4	5	2.6978419498391304e-14	1	1.4337729157338255	1.4335999999999995	1.4335999999999995	0.14335999999999996	0.14335999999999996
baseline3	2467795535	A	0	0	10	3	1	1.1324274851176597e-14	1	0.83773683440014413	0.8375999999999999	0.8375999999999999	0.083759999999999987	0.083759999999999987
baseline3	2566952302	A	0	0	10	1	2	2.6201263381153694e-14	1	1.3129583438657382	1.3127999999999997	1.3127999999999997	0.13127999999999998	0.13127999999999998
baseline3	2665035971	A	0	0	10	1	4	1.1102230246251565e-16	1	1.3545633623149376	1.3543999999999996	1.3543999999999996	0.13543999999999995	0.13543999999999995
baseline3	2670193180	A	0	0	10	2	0	6.6613381477509392e-16	1	0.48125803486496865	0.48120000000000007	0.48120000000000007	0.04812000000000001	0.04812000000000001
baseline3	3058823173	A	0	0	10	2	1	2.2204460492503131e-16	1	0.36244370681390564	0.3624	0.3624	0.036240000000000001	0.036240000000000001
baseline3	3451794012	A	0	1	10	5	4	3.8027433777976088e-55	1	0.87734330346171097	0.87719999999999998	0.87719999999999998	0.087719999999999992	0.087719999999999992
baseline3	4102589403	A	0	0	10	4	1	6.0395979493671635e-59	1	0.60009801974332555	0.60000000000000009	0.60000000000000009	0.060000000000000012	0.060000000000000012
baseline3	4192194994	A	0	0	10	1	0	1.1102230246251565e-14	1	0.75852389624984007	0.75839999999999996	0.75839999999999996	0.075839999999999991	0.075839999999999991
baseline3	602293555	A	0	0	20	2	5	2.5979218776228663e-14	1	1.27335356705002	1.2731999999999997	1.2731999999999997	0.06365999999999998	0.06365999999999998
baseline3	825593865	A	0	1	20	2	1	2.7533531010703882e-14	1	1.5129824696124445	1.5127999999999997	1.5127999999999997	0.075639999999999985	0.075639999999999985
baseline3	827773838	A	0	0	20	0	2	1.1546319456101628e-14	1	0.91694977247800769	0.91679999999999984	0.91679999999999984	0.045839999999999992	0.045839999999999992
baseline3	1457536629	A	0	0	20	0	4	3.5146589340304708e-101	1	1.7507243163718216	1.7504	1.7504	0.087520000000000001	0.087520000000000001
baseline3	1607129070	A	0	0	20	4	3	5.440092820663267e-14	1	1.631902306375858	1.6315999999999999	1.6315999999999999	0.08158	0.08158
baseline3	1656143697	A	0	1	20	0	5	2.7755575615628914e-14	1	1.552587246592309	1.5523999999999998	1.5523999999999998	0.077619999999999995	0.077619999999999995
baseline3	1671714665	A	0	0	20	3	0	1.1102230246251565e-16	1	1.7111169798190744	1.7108000000000001	1.7108000000000001	0.085540000000000005	0.085540000000000005
baseline3	1924798388	A	0	1	20	0	5	2.7755575615628914e-14	1	1.552587246592309	1.5523999999999998	1.5523999999999998	0.077619999999999995	0.077619999999999995
baseline3	2055990098	A	0	0	20	2	3	2.808864252301646e-14	1	1.5921920235993008	1.5919999999999999	1.5919999999999999	0.07959999999999999	0.07959999999999999
baseline3	2202370351	A	0	1	20	1	0	1.1102230246251565e-14	1	0.75852389624984007	0.75839999999999996	0.75839999999999996	0.037919999999999995	0.037919999999999995
baseline3	2256841245	A	0	0	20	1	0	1.1102230246251565e-14	1	0.75852389624984007	0.75839999999999996	0.75839999999999996	0.037919999999999995	0.037919999999999995
baseline3	2373408406	A	0	0	20	4	3	5.440092820663267e-14	1	1.631902306375858	1.6315999999999999	1.6315999999999999	0.08158	0.08158
baseline3	2511808317	A	0	0	20	5	2	1.1102230246251565e-14	1	0.79813036533404624	0.79800000000000004	0.79800000000000004	0.039900000000000005	0.039900000000000005
baseline3	2804269330	A	0	1	20	2	5	2.5979218776228663e-14	1	1.27335356705002	1.2731999999999997	1.2731999999999997	0.06365999999999998	0.06365999999999998
baseline3	3148468367	A	0	0	20	1	4	1.1102230246251565e-16	1	1.3545633623149376	1.3543999999999996	1.3543999999999996	0.067719999999999975	0.067719999999999975
baseline3	3468683958	A	0	0	20	4	0	1.1768364061026659e-14	1	0.95655624148977525	0.95639999999999992	0.95639999999999992	0.047819999999999994	0.047819999999999994
baseline3	3648524536	A	0	0	20	5	1	2.708944180085382e-14	1	1.4733776926597029	1.4731999999999996	1.4731999999999996	0.073659999999999975	0.073659999999999975
baseline3	3808303016	A	0	1	20	5	4	3.8027433777976088e-55	1	0.87734330346171097	0.87719999999999998	0.87719999999999998	0.043859999999999996	0.043859999999999996
baseline3	3809058744	A	0	1	20	0	2	1.1546319456101628e-14	1	0.91694977247800769	0.91679999999999984	0.91679999999999984	0.045839999999999992	0.045839999999999992
baseline3	3836442211	A	0	0	20	0	1	1.2212453270876722e-14	1	1.0357691994704157	1.0355999999999999	1.0355999999999999	0.051779999999999993	0.051779999999999993
baseline3	4098206260	A	0	0	20	4	5	2.6978419498391304e-14	1	1.4337729157338255	1.4335999999999995	1.4335999999999995	0.07167999999999998	0.07167999999999998
baseline3	1629435098	A	0	0	50	2	4	2.120525977034049e-14	1	1.8299389891413385	1.8296000000000001	1.8296000000000001	0.036592	0.036592
baseline3	2310044414	A	0	0	50	5	3	2.2426505097428162e-14	1	1.9091536980419557	1.9088000000000005	1.9088000000000005	0.038176000000000009	0.038176000000000009
baseline3	2389072511	A	0	0	50	2	5	2.3314683517128287e-14	1	1.988368373254475	1.9880000000000007	1.9880000000000007	0.039760000000000011	0.039760000000000011
baseline3	2947117882	A	0	0	50	2	0	2.1871393585115584e-14	1	1.8695463256119158	1.8692000000000004	1.8692000000000004	0.037384000000000008	0.037384000000000008
baseline3	3896905599	A	0	0	50	5	0	2.3980817331903381e-14	1	2.0279757108471039	2.0276000000000005	2.0276000000000005	0.040552000000000012	0.040552000000000012
baseline3	4245730016	A	0	0	50	3	0	2.298161660974074e-14	1	1.9487610356527676	1.9484000000000004	1.9484000000000004	0.03896800000000001	0.03896800000000001
baseline3	382446085	A	0	0	100	3	0	2.298161660974074e-14	1	1.9487610356527676	1.9484000000000004	1.9484000000000004	0.019484000000000005	0.019484000000000005
baseline3	1789942364	A	0	0	100	4	0	3.0975222387041867e-14	1	2.6616361559817818	2.6612000000000027	2.6612000000000027	0.026612000000000028	0.026612000000000028
baseline3	2143942420	A	0	0	100	2	5	2.3314683517128287e-14	1	1.988368373254475	1.9880000000000007	1.9880000000000007	0.019880000000000005	0.019880000000000005
baseline3	2171161352	A	0	0	100	3	0	2.298161660974074e-14	1	1.9487610356527676	1.9484000000000004	1.9484000000000004	0.019484000000000005	0.019484000000000005
baseline3	2741225372	A	0	0	100	4	2	2.6645352591003757e-14	1	2.4238936331029706	2.4236000000000013	2.4236000000000013	0.024236000000000014	0.024236000000000014
baseline3	2900853356	A	0	0	100	2	0	2.1871393585115584e-14	1	1.8695463256119158	1.8692000000000004	1.8692000000000004	0.018692000000000004	0.018692000000000004
baseline3	3476688662	A	0	0	100	2	0	2.1871393585115584e-14	1	1.8695463256119158	1.8692000000000004	1.8692000000000004	0.018692000000000004	0.018692000000000004
baseline3	3498791255	A	0	0	100	5	2	1.7763568394002505e-14	1	2.5427080283070138	2.5424000000000024	2.5424000000000024	0.025424000000000023	0.025424000000000023
baseline3	3627135396	A	0	0	100	0	4	1.865174681370263e-14	1	2.5823128266948112	2.5820000000000025	2.5820000000000025	0.025820000000000023	0.025820000000000023
baseline3	3789796235	A	0	0	100	4	1	2.4313884239290928e-14	1	2.3050792382059173	2.3048000000000011	2.3048000000000011	0.023048000000000009	0.023048000000000009
baseline3	3930022951	A	0	0	100	2	1	1.6431300764452317e-14	1	2.4634984315856752	2.4632000000000023	2.4632000000000023	0.024632000000000022	0.024632000000000022
baseline3	3965871639	A	0	0	100	0	1	3.0975222387041867e-14	1	2.6616361559817818	2.6612000000000027	2.6612000000000027	0.026612000000000028	0.026612000000000028
baseline3	4093382189	A	0	0	100	1	0	3.0198066269804258e-14	1	2.6220296663594045	2.6216000000000026	2.6216000000000026	0.026216000000000027	0.026216000000000027
baseline3	4159108369	A	0	0	100	5	0	2.3980817331903381e-14	1	2.0279757108471039	2.0276000000000005	2.0276000000000005	0.020276000000000006	0.020276000000000006
