# ECDF points used for the deterministic-WCRT CDF plots.

config	scheme	point_index	threshold_wcrt_ms	cdf
E5S50_5ecu_50signals	foundation	37	0.15840000000002874	0.148
E5S50_5ecu_50signals	foundation	38	0.19800000000003593	0.152
E5S50_5ecu_50signals	foundation	39	0.19800000000003593	0.156
E5S50_5ecu_50signals	foundation	40	0.19800000000003593	0.16
E5S50_5ecu_50signals	foundation	41	0.19800000000003593	0.164
E5S50_5ecu_50signals	foundation	42	0.19800000000003593	0.168
E5S50_5ecu_50signals	foundation	43	0.19800000000003593	0.172
E5S50_5ecu_50signals	foundation	44	0.19800000000003593	0.176
E5S50_5ecu_50signals	foundation	45	0.2376000000000431	0.18
E5S50_5ecu_50signals	foundation	46	0.2376000000000431	0.184
E5S50_5ecu_50signals	foundation	47	0.2376000000000431	0.188
E5S50_5ecu_50signals	foundation	48	0.2376000000000431	0.192
E5S50_5ecu_50signals	foundation	49	0.2772000000000503	0.196
E5S50_5ecu_50signals	foundation	50	0.2772000000000503	0.2
E5S50_5ecu_50signals	foundation	51	0.2772000000000503	0.204
E5S50_5ecu_50signals	foundation	52	0.2772000000000503	0.208
E5S50_5ecu_50signals	foundation	53	0.2772000000000503	0.212
E5S50_5ecu_50signals	foundation	54	0.2772000000000503	0.216
E5S50_5ecu_50signals	foundation	55	0.2812000000000694	0.22
E5S50_5ecu_50signals	foundation	56	0.2812000000000694	0.224
E5S50_5ecu_50signals	foundation	57	0.3168000000000575	0.228
E5S50_5ecu_50signals	foundation	58	0.3168000000000575	0.232
E5S50_5ecu_50signals	foundation	59	0.3168000000000575	0.236
E5S50_5ecu_50signals	foundation	60	0.3168000000000575	0.24
E5S50_5ecu_50signals	foundation	61	0.3168000000000575	0.244
E5S50_5ecu_50signals	foundation	62	0.3168000000000575	0.248
E5S50_5ecu_50signals	foundation	63	0.3168000000000575	0.252
E5S50_5ecu_50signals	foundation	64	0.3168000000000575	0.256
E5S50_5ecu_50signals	foundation	65	0.3208000000000766	0.26
E5S50_5ecu_50signals	foundation	66	0.3208000000000766	0.264
E5S50_5ecu_50signals	foundation	67	0.35640000000006467	0.268
E5S50_5ecu_50signals	foundation	68	0.35640000000006467	0.272
E5S50_5ecu_50signals	foundation	69	0.35640000000006467	0.276
E5S50_5ecu_50signals	foundation	70	0.35640000000006467	0.28
E5S50_5ecu_50signals	foundation	71	0.35640000000006467	0.284
E5S50_5ecu_50signals	foundation	72	0.35640000000006467	0.288
E5S50_5ecu_50signals	foundation	73	0.3584000000000742	0.292
E5S50_5ecu_50signals	foundation	74	0.3584000000000742	0.296
E5S50_5ecu_50signals	foundation	75	0.3584000000000742	0.3
E5S50_5ecu_50signals	foundation	76	0.3584000000000742	0.304
E5S50_5ecu_50signals	foundation	77	0.36040000000008376	0.308
E5S50_5ecu_50signals	foundation	78	0.39600000000007185	0.312
E5S50_5ecu_50signals	foundation	79	0.39600000000007185	0.316
E5S50_5ecu_50signals	foundation	80	0.39600000000007185	0.32
E5S50_5ecu_50signals	foundation	81	0.43560000000007904	0.324
E5S50_5ecu_50signals	foundation	82	0.43560000000007904	0.328
E5S50_5ecu_50signals	foundation	83	0.43560000000007904	0.332
E5S50_5ecu_50signals	foundation	84	0.43560000000007904	0.336
E5S50_5ecu_50signals	foundation	85	0.43560000000007904	0.34
E5S50_5ecu_50signals	foundation	86	0.43560000000007904	0.344
E5S50_5ecu_50signals	foundation	87	0.43560000000007904	0.348
E5S50_5ecu_50signals	foundation	88	0.43960000000009813	0.352
E5S50_5ecu_50signals	foundation	89	0.4416000000001077	0.356
E5S50_5ecu_50signals	foundation	90	0.4416000000001077	0.36
E5S50_5ecu_50signals	foundation	91	0.4416000000001077	0.364
E5S50_5ecu_50signals	foundation	92	0.4752000000000862	0.368
E5S50_5ecu_50signals	foundation	93	0.4752000000000862	0.372
E5S50_5ecu_50signals	foundation	94	0.4752000000000862	0.376
E5S50_5ecu_50signals	foundation	95	0.4752000000000862	0.38
E5S50_5ecu_50signals	foundation	96	0.4752000000000862	0.384
E5S50_5ecu_50signals	foundation	97	0.4752000000000862	0.388
E5S50_5ecu_50signals	foundation	98	0.4752000000000862	0.392
E5S50_5ecu_50signals	foundation	99	0.4752000000000862	0.396
E5S50_5ecu_50signals	foundation	100	0.4792000000001053	0.4
E5S50_5ecu_50signals	foundation	101	0.4792000000001053	0.404
E5S50_5ecu_50signals	foundation	102	0.4792000000001053	0.408
E5S50_5ecu_50signals	foundation	103	0.5148000000000934	0.412
E5S50_5ecu_50signals	foundation	104	0.5148000000000934	0.416
E5S50_5ecu_50signals	foundation	105	0.5148000000000934	0.42
E5S50_5ecu_50signals	foundation	106	0.520800000000122	0.424
E5S50_5ecu_50signals	foundation	107	0.520800000000122	0.428
E5S50_5ecu_50signals	foundation	108	0.5544000000001006	0.432
E5S50_5ecu_50signals	foundation	109	0.5544000000001006	0.436
E5S50_5ecu_50signals	foundation	110	0.5544000000001006	0.44
E5S50_5ecu_50signals	foundation	111	0.5544000000001006	0.444
E5S50_5ecu_50signals	foundation	112	0.5544000000001006	0.448
E5S50_5ecu_50signals	foundation	113	0.5604000000001292	0.452
E5S50_5ecu_50signals	foundation	114	0.5604000000001292	0.456
E5S50_5ecu_50signals	foundation	115	0.5604000000001292	0.46
E5S50_5ecu_50signals	foundation	116	0.5604000000001292	0.464
E5S50_5ecu_50signals	foundation	117	0.5604000000001292	0.468
E5S50_5ecu_50signals	foundation	118	0.5604000000001292	0.472
E5S50_5ecu_50signals	foundation	119	0.5604000000001292	0.476
E5S50_5ecu_50signals	foundation	120	0.5940000000001078	0.48
E5S50_5ecu_50signals	foundation	121	0.5940000000001078	0.484
E5S50_5ecu_50signals	foundation	122	0.5940000000001078	0.488
E5S50_5ecu_50signals	foundation	123	0.5940000000001078	0.492
E5S50_5ecu_50signals	foundation	124	0.5940000000001078	0.496
E5S50_5ecu_50signals	foundation	125	0.5940000000001078	0.5
E5S50_5ecu_50signals	foundation	126	0.5940000000001078	0.504
E5S50_5ecu_50signals	foundation	127	0.5940000000001078	0.508
E5S50_5ecu_50signals	foundation	128	0.6000000000001364	0.512
E5S50_5ecu_50signals	foundation	129	0.6000000000001364	0.516
E5S50_5ecu_50signals	foundation	130	0.633600000000115	0.52
E5S50_5ecu_50signals	foundation	131	0.633600000000115	0.524
E5S50_5ecu_50signals	foundation	132	0.633600000000115	0.528
E5S50_5ecu_50signals	foundation	133	0.633600000000115	0.532
E5S50_5ecu_50signals	foundation	134	0.633600000000115	0.536
E5S50_5ecu_50signals	foundation	135	0.6396000000001436	0.54
E5S50_5ecu_50signals	foundation	136	0.6396000000001436	0.544
E5S50_5ecu_50signals	foundation	137	0.6396000000001436	0.548
E5S50_5ecu_50signals	foundation	138	0.6396000000001436	0.552
E5S50_5ecu_50signals	foundation	139	0.6396000000001436	0.556
E5S50_5ecu_50signals	foundation	140	0.6396000000001436	0.56
E5S50_5ecu_50signals	foundation	141	0.6396000000001436	0.564
E5S50_5ecu_50signals	foundation	142	0.6732000000001221	0.568
E5S50_5ecu_50signals	foundation	143	0.6732000000001221	0.572
E5S50_5ecu_50signals	foundation	144	0.6732000000001221	0.576
E5S50_5ecu_50signals	foundation	145	0.6792000000001508	0.58
E5S50_5ecu_50signals	foundation	146	0.6792000000001508	0.584
E5S50_5ecu_50signals	foundation	147	0.6792000000001508	0.588
E5S50_5ecu_50signals	foundation	148	0.6792000000001508	0.592
E5S50_5ecu_50signals	foundation	149	0.6792000000001508	0.596
E5S50_5ecu_50signals	foundation	150	0.7128000000001293	0.6
E5S50_5ecu_50signals	foundation	151	0.7128000000001293	0.604
E5S50_5ecu_50signals	foundation	152	0.718800000000158	0.608
E5S50_5ecu_50signals	foundation	153	0.718800000000158	0.612
E5S50_5ecu_50signals	foundation	154	0.7524000000001365	0.616
E5S50_5ecu_50signals	foundation	155	0.7524000000001365	0.62
E5S50_5ecu_50signals	foundation	156	0.7524000000001365	0.624
E5S50_5ecu_50signals	foundation	157	0.7524000000001365	0.628
E5S50_5ecu_50signals	foundation	158	0.7584000000001652	0.632
E5S50_5ecu_50signals	foundation	159	0.7584000000001652	0.636
E5S50_5ecu_50signals	foundation	160	0.7920000000001437	0.64
E5S50_5ecu_50signals	foundation	161	0.7920000000001437	0.644
E5S50_5ecu_50signals	foundation	162	0.7980000000001723	0.648
E5S50_5ecu_50signals	foundation	163	0.7980000000001723	0.652
E5S50_5ecu_50signals	foundation	164	0.7980000000001723	0.656
E5S50_5ecu_50signals	foundation	165	0.8316000000001509	0.66
E5S50_5ecu_50signals	foundation	166	0.8316000000001509	0.664
E5S50_5ecu_50signals	foundation	167	0.8316000000001509	0.668
E5S50_5ecu_50signals	foundation	168	0.8316000000001509	0.672
E5S50_5ecu_50signals	foundation	169	0.8712000000001581	0.676
E5S50_5ecu_50signals	foundation	170	0.8712000000001581	0.68
E5S50_5ecu_50signals	foundation	171	0.8772000000001867	0.684
E5S50_5ecu_50signals	foundation	172	0.9108000000001653	0.688
E5S50_5ecu_50signals	foundation	173	0.9128000000001748	0.692
E5S50_5ecu_50signals	foundation	174	0.9168000000001939	0.696
E5S50_5ecu_50signals	foundation	175	0.952400000000182	0.7
E5S50_5ecu_50signals	foundation	176	0.952400000000182	0.704
E5S50_5ecu_50signals	foundation	177	0.9564000000002011	0.708
E5S50_5ecu_50signals	foundation	178	0.9900000000001796	0.712
E5S50_5ecu_50signals	foundation	179	0.9900000000001796	0.716
E5S50_5ecu_50signals	foundation	180	0.9960000000002083	0.72
E5S50_5ecu_50signals	foundation	181	0.9960000000002083	0.724
E5S50_5ecu_50signals	foundation	182	1.0296000000001868	0.728
E5S50_5ecu_50signals	foundation	183	1.0316000000001964	0.732
E5S50_5ecu_50signals	foundation	184	1.0316000000001964	0.736
E5S50_5ecu_50signals	foundation	185	1.033600000000206	0.74
E5S50_5ecu_50signals	foundation	186	1.033600000000206	0.744
E5S50_5ecu_50signals	foundation	187	1.1088000000002012	0.748
E5S50_5ecu_50signals	foundation	188	1.1088000000002012	0.752
E5S50_5ecu_50signals	foundation	189	1.1088000000002012	0.756
E5S50_5ecu_50signals	foundation	190	1.1148000000002298	0.76
E5S50_5ecu_50signals	foundation	191	1.1484000000002084	0.764
E5S50_5ecu_50signals	foundation	192	1.154400000000237	0.768
E5S50_5ecu_50signals	foundation	193	1.1880000000002156	0.772
E5S50_5ecu_50signals	foundation	194	1.190000000000225	0.776
E5S50_5ecu_50signals	foundation	195	1.190000000000225	0.78
E5S50_5ecu_50signals	foundation	196	1.1940000000002442	0.784
E5S50_5ecu_50signals	foundation	197	1.2276000000002227	0.788
E5S50_5ecu_50signals	foundation	198	1.2296000000002323	0.792
E5S50_5ecu_50signals	foundation	199	1.2336000000002514	0.796
E5S50_5ecu_50signals	foundation	200	1.2336000000002514	0.8
E5S50_5ecu_50signals	foundation	201	1.235600000000261	0.804
E5S50_5ecu_50signals	foundation	202	1.26720000000023	0.808
E5S50_5ecu_50signals	foundation	203	1.26720000000023	0.812
E5S50_5ecu_50signals	foundation	204	1.2692000000002395	0.816
E5S50_5ecu_50signals	foundation	205	1.2732000000002586	0.82
E5S50_5ecu_50signals	foundation	206	1.2732000000002586	0.824
E5S50_5ecu_50signals	foundation	207	1.2752000000002681	0.828
E5S50_5ecu_50signals	foundation	208	1.3088000000002467	0.832
E5S50_5ecu_50signals	foundation	209	1.3088000000002467	0.836
E5S50_5ecu_50signals	foundation	210	1.3128000000002658	0.84
E5S50_5ecu_50signals	foundation	211	1.3128000000002658	0.844
E5S50_5ecu_50signals	foundation	212	1.3148000000002753	0.848
E5S50_5ecu_50signals	foundation	213	1.3464000000002443	0.852
E5S50_5ecu_50signals	foundation	214	1.352400000000273	0.856
E5S50_5ecu_50signals	foundation	215	1.3544000000002825	0.86
E5S50_5ecu_50signals	foundation	216	1.3544000000002825	0.864
E5S50_5ecu_50signals	foundation	217	1.388000000000261	0.868
E5S50_5ecu_50signals	foundation	218	1.3920000000002801	0.872
E5S50_5ecu_50signals	foundation	219	1.3920000000002801	0.876
E5S50_5ecu_50signals	foundation	220	1.3920000000002801	0.88
E5S50_5ecu_50signals	foundation	221	1.3940000000002897	0.884
E5S50_5ecu_50signals	foundation	222	1.4256000000002587	0.888
E5S50_5ecu_50signals	foundation	223	1.4276000000002682	0.892
E5S50_5ecu_50signals	foundation	224	1.4316000000002873	0.896
E5S50_5ecu_50signals	foundation	225	1.4316000000002873	0.9
E5S50_5ecu_50signals	foundation	226	1.4652000000002658	0.904
E5S50_5ecu_50signals	foundation	227	1.4672000000002754	0.908
E5S50_5ecu_50signals	foundation	228	1.5068000000002826	0.912
E5S50_5ecu_50signals	foundation	229	1.5068000000002826	0.916
E5S50_5ecu_50signals	foundation	230	1.5108000000003017	0.92
E5S50_5ecu_50signals	foundation	231	1.5108000000003017	0.924
E5S50_5ecu_50signals	foundation	232	1.5128000000003112	0.928
E5S50_5ecu_50signals	foundation	233	1.5128000000003112	0.932
E5S50_5ecu_50signals	foundation	234	1.5444000000000009	0.936
E5S50_5ecu_50signals	foundation	235	1.5504000000003089	0.94
E5S50_5ecu_50signals	foundation	236	1.5504000000003089	0.944
E5S50_5ecu_50signals	foundation	237	1.552400000000001	0.948
E5S50_5ecu_50signals	foundation	238	1.586000000000001	0.952
E5S50_5ecu_50signals	foundation	239	1.586000000000297	0.956
E5S50_5ecu_50signals	foundation	240	1.590000000000316	0.96
E5S50_5ecu_50signals	foundation	241	1.590000000000316	0.964
E5S50_5ecu_50signals	foundation	242	1.592000000000001	0.968
E5S50_5ecu_50signals	foundation	243	1.6296000000003232	0.972
E5S50_5ecu_50signals	foundation	244	1.6652000000000011	0.976
E5S50_5ecu_50signals	foundation	245	1.6692000000000011	0.98
E5S50_5ecu_50signals	foundation	246	1.6692000000003304	0.984
E5S50_5ecu_50signals	foundation	247	1.7048000000000012	0.988
E5S50_5ecu_50signals	foundation	248	1.7088000000000012	0.992
E5S50_5ecu_50signals	foundation	249	1.7088000000000012	0.996
E5S50_5ecu_50signals	foundation	250	1.7484000000000013	1.0
E5S50_5ecu_50signals	baseline1	1	0.039600000000007185	0.004
E5S50_5ecu_50signals	baseline1	2	0.039600000000007185	0.008
E5S50_5ecu_50signals	baseline1	3	0.039600000000007185	0.012
E5S50_5ecu_50signals	baseline1	4	0.039600000000007185	0.016
E5S50_5ecu_50signals	baseline1	5	0.04159999999978936	0.02
E5S50_5ecu_50signals	baseline1	6	0.04160000000024411	0.024
E5S50_5ecu_50signals	baseline1	7	0.04160000000024411	0.028
E5S50_5ecu_50signals	baseline1	8	0.069200000000194	0.032
E5S50_5ecu_50signals	baseline1	9	0.069200000000194	0.036
E5S50_5ecu_50signals	baseline1	10	0.069200000000194	0.04
E5S50_5ecu_50signals	baseline1	11	0.07120000000020354	0.044
E5S50_5ecu_50signals	baseline1	12	0.07520000000022264	0.048
E5S50_5ecu_50signals	baseline1	13	0.07520000000022264	0.052
E5S50_5ecu_50signals	baseline1	14	0.07520000000022264	0.056
E5S50_5ecu_50signals	baseline1	15	0.0772000000002322	0.06
E5S50_5ecu_50signals	baseline1	16	0.07920000000001437	0.064
E5S50_5ecu_50signals	baseline1	17	0.07920000000001437	0.068
E5S50_5ecu_50signals	baseline1	18	0.07920000000001437	0.072
E5S50_5ecu_50signals	baseline1	19	0.07920000000001437	0.076
E5S50_5ecu_50signals	baseline1	20	0.07920000000001437	0.08
E5S50_5ecu_50signals	baseline1	21	0.07920000000001437	0.084
E5S50_5ecu_50signals	baseline1	22	0.07920000000001437	0.088
E5S50_5ecu_50signals	baseline1	23	0.07920000000001437	0.092
E5S50_5ecu_50signals	baseline1	24	0.08120000000002392	0.096
E5S50_5ecu_50signals	baseline1	25	0.08120000000002392	0.1
E5S50_5ecu_50signals	baseline1	26	0.08120000000002392	0.104
E5S50_5ecu_50signals	baseline1	27	0.08120000000002392	0.108
E5S50_5ecu_50signals	baseline1	28	0.08120000000002392	0.112
E5S50_5ecu_50signals	baseline1	29	0.0812000000002513	0.116
E5S50_5ecu_50signals	baseline1	30	0.08520000000004302	0.12
E5S50_5ecu_50signals	baseline1	31	0.08520000000004302	0.124
E5S50_5ecu_50signals	baseline1	32	0.08520000000004302	0.128
E5S50_5ecu_50signals	baseline1	33	0.11080000000021073	0.132
E5S50_5ecu_50signals	baseline1	34	0.11880000000002156	0.136
E5S50_5ecu_50signals	baseline1	35	0.11880000000002156	0.14
E5S50_5ecu_50signals	baseline1	36	0.11880000000002156	0.144
E5S50_5ecu_50signals	baseline1	37	0.11880000000002156	0.148
E5S50_5ecu_50signals	baseline1	38	0.11880000000002156	0.152
E5S50_5ecu_50signals	baseline1	39	0.11880000000002156	0.156
E5S50_5ecu_50signals	baseline1	40	0.11880000000002156	0.16
E5S50_5ecu_50signals	baseline1	41	0.11880000000002156	0.164
E5S50_5ecu_50signals	baseline1	42	0.11880000000002156	0.168
E5S50_5ecu_50signals	baseline1	43	0.11880000000002156	0.172
E5S50_5ecu_50signals	baseline1	44	0.11880000000002156	0.176
E5S50_5ecu_50signals	baseline1	45	0.15640000000024656	0.18
E5S50_5ecu_50signals	baseline1	46	0.15840000000002874	0.184
E5S50_5ecu_50signals	baseline1	47	0.15840000000002874	0.188
E5S50_5ecu_50signals	baseline1	48	0.15840000000002874	0.192
E5S50_5ecu_50signals	baseline1	49	0.15840000000002874	0.196
E5S50_5ecu_50signals	baseline1	50	0.15840000000002874	0.2
E5S50_5ecu_50signals	baseline1	51	0.15840000000002874	0.204
E5S50_5ecu_50signals	baseline1	52	0.19800000000003593	0.208
E5S50_5ecu_50signals	baseline1	53	0.19800000000003593	0.212
E5S50_5ecu_50signals	baseline1	54	0.19800000000003593	0.216
E5S50_5ecu_50signals	baseline1	55	0.19800000000003593	0.22
E5S50_5ecu_50signals	baseline1	56	0.19800000000003593	0.224
E5S50_5ecu_50signals	baseline1	57	0.19800000000003593	0.228
E5S50_5ecu_50signals	baseline1	58	0.19800000000003593	0.232
E5S50_5ecu_50signals	baseline1	59	0.19800000000003593	0.236
E5S50_5ecu_50signals	baseline1	60	0.20000000000004547	0.24
E5S50_5ecu_50signals	baseline1	61	0.2376000000000431	0.244
E5S50_5ecu_50signals	baseline1	62	0.2376000000000431	0.248
E5S50_5ecu_50signals	baseline1	63	0.2376000000000431	0.252
E5S50_5ecu_50signals	baseline1	64	0.2376000000000431	0.256
E5S50_5ecu_50signals	baseline1	65	0.2376000000000431	0.26
E5S50_5ecu_50signals	baseline1	66	0.2376000000000431	0.264
E5S50_5ecu_50signals	baseline1	67	0.2376000000000431	0.268
E5S50_5ecu_50signals	baseline1	68	0.2376000000000431	0.272
E5S50_5ecu_50signals	baseline1	69	0.2376000000000431	0.276
E5S50_5ecu_50signals	baseline1	70	0.2376000000000431	0.28
E5S50_5ecu_50signals	baseline1	71	0.2376000000000431	0.284
E5S50_5ecu_50signals	baseline1	72	0.2772000000000503	0.288
E5S50_5ecu_50signals	baseline1	73	0.2772000000000503	0.292
E5S50_5ecu_50signals	baseline1	74	0.2772000000000503	0.296
E5S50_5ecu_50signals	baseline1	75	0.2772000000000503	0.3
E5S50_5ecu_50signals	baseline1	76	0.2772000000000503	0.304
E5S50_5ecu_50signals	baseline1	77	0.2812000000000694	0.308
E5S50_5ecu_50signals	baseline1	78	0.2812000000000694	0.312
E5S50_5ecu_50signals	baseline1	79	0.3168000000000575	0.316
E5S50_5ecu_50signals	baseline1	80	0.3168000000000575	0.32
E5S50_5ecu_50signals	baseline1	81	0.3168000000000575	0.324
E5S50_5ecu_50signals	baseline1	82	0.3168000000000575	0.328
E5S50_5ecu_50signals	baseline1	83	0.3168000000000575	0.332
E5S50_5ecu_50signals	baseline1	84	0.3208000000000766	0.336
E5S50_5ecu_50signals	baseline1	85	0.35640000000006467	0.34
E5S50_5ecu_50signals	baseline1	86	0.35640000000006467	0.344
E5S50_5ecu_50signals	baseline1	87	0.35640000000006467	0.348
E5S50_5ecu_50signals	baseline1	88	0.35640000000006467	0.352
E5S50_5ecu_50signals	baseline1	89	0.35640000000006467	0.356
E5S50_5ecu_50signals	baseline1	90	0.3584000000000742	0.36
E5S50_5ecu_50signals	baseline1	91	0.3584000000000742	0.364
E5S50_5ecu_50signals	baseline1	92	0.3584000000000742	0.368
E5S50_5ecu_50signals	baseline1	93	0.36040000000008376	0.372
E5S50_5ecu_50signals	baseline1	94	0.36040000000008376	0.376
E5S50_5ecu_50signals	baseline1	95	0.36040000000008376	0.38
E5S50_5ecu_50signals	baseline1	96	0.36040000000008376	0.384
E5S50_5ecu_50signals	baseline1	97	0.36840000000012196	0.388
E5S50_5ecu_50signals	baseline1	98	0.36840000000012196	0.392
E5S50_5ecu_50signals	baseline1	99	0.39600000000007185	0.396
E5S50_5ecu_50signals	baseline1	100	0.39600000000007185	0.4
E5S50_5ecu_50signals	baseline1	101	0.39600000000007185	0.404
E5S50_5ecu_50signals	baseline1	102	0.3980000000000814	0.408
E5S50_5ecu_50signals	baseline1	103	0.40000000000009095	0.412
E5S50_5ecu_50signals	baseline1	104	0.4020000000001005	0.416
E5S50_5ecu_50signals	baseline1	105	0.43560000000007904	0.42
E5S50_5ecu_50signals	baseline1	106	0.43560000000007904	0.424
E5S50_5ecu_50signals	baseline1	107	0.43560000000007904	0.428
E5S50_5ecu_50signals	baseline1	108	0.43560000000007904	0.432
E5S50_5ecu_50signals	baseline1	109	0.4376000000000886	0.436
E5S50_5ecu_50signals	baseline1	110	0.4376000000000886	0.44
E5S50_5ecu_50signals	baseline1	111	0.43960000000009813	0.444
E5S50_5ecu_50signals	baseline1	112	0.43960000000009813	0.448
E5S50_5ecu_50signals	baseline1	113	0.4752000000000862	0.452
E5S50_5ecu_50signals	baseline1	114	0.4752000000000862	0.456
E5S50_5ecu_50signals	baseline1	115	0.4752000000000862	0.46
E5S50_5ecu_50signals	baseline1	116	0.4752000000000862	0.464
E5S50_5ecu_50signals	baseline1	117	0.48120000000011487	0.468
E5S50_5ecu_50signals	baseline1	118	0.48120000000011487	0.472
E5S50_5ecu_50signals	baseline1	119	0.48120000000011487	0.476
E5S50_5ecu_50signals	baseline1	120	0.48120000000011487	0.48
E5S50_5ecu_50signals	baseline1	121	0.48120000000011487	0.484
E5S50_5ecu_50signals	baseline1	122	0.5148000000000934	0.488
E5S50_5ecu_50signals	baseline1	123	0.5148000000000934	0.492
E5S50_5ecu_50signals	baseline1	124	0.5188000000001125	0.496
E5S50_5ecu_50signals	baseline1	125	0.5188000000001125	0.5
E5S50_5ecu_50signals	baseline1	126	0.520800000000122	0.504
E5S50_5ecu_50signals	baseline1	127	0.520800000000122	0.508
E5S50_5ecu_50signals	baseline1	128	0.5268000000001507	0.512
E5S50_5ecu_50signals	baseline1	129	0.5544000000001006	0.516
E5S50_5ecu_50signals	baseline1	130	0.5544000000001006	0.52
E5S50_5ecu_50signals	baseline1	131	0.5584000000001197	0.524
E5S50_5ecu_50signals	baseline1	132	0.5940000000001078	0.528
E5S50_5ecu_50signals	baseline1	133	0.5940000000001078	0.532
E5S50_5ecu_50signals	baseline1	134	0.5940000000001078	0.536
E5S50_5ecu_50signals	baseline1	135	0.5940000000001078	0.54
E5S50_5ecu_50signals	baseline1	136	0.5980000000001269	0.544
E5S50_5ecu_50signals	baseline1	137	0.6000000000001364	0.548
E5S50_5ecu_50signals	baseline1	138	0.633600000000115	0.552
E5S50_5ecu_50signals	baseline1	139	0.633600000000115	0.556
E5S50_5ecu_50signals	baseline1	140	0.633600000000115	0.56
E5S50_5ecu_50signals	baseline1	141	0.6396000000001436	0.564
E5S50_5ecu_50signals	baseline1	142	0.6396000000001436	0.568
E5S50_5ecu_50signals	baseline1	143	0.6456000000001723	0.572
E5S50_5ecu_50signals	baseline1	144	0.6732000000001221	0.576
E5S50_5ecu_50signals	baseline1	145	0.6772000000001412	0.58
E5S50_5ecu_50signals	baseline1	146	0.6772000000001412	0.584
E5S50_5ecu_50signals	baseline1	147	0.6772000000001412	0.588
E5S50_5ecu_50signals	baseline1	148	0.6792000000001508	0.592
E5S50_5ecu_50signals	baseline1	149	0.6852000000001794	0.596
E5S50_5ecu_50signals	baseline1	150	0.7128000000001293	0.6
E5S50_5ecu_50signals	baseline1	151	0.7128000000001293	0.604
E5S50_5ecu_50signals	baseline1	152	0.7128000000001293	0.608
E5S50_5ecu_50signals	baseline1	153	0.7128000000001293	0.612
E5S50_5ecu_50signals	baseline1	154	0.7248000000001866	0.616
E5S50_5ecu_50signals	baseline1	155	0.7524000000001365	0.62
E5S50_5ecu_50signals	baseline1	156	0.7524000000001365	0.624
E5S50_5ecu_50signals	baseline1	157	0.7584000000001652	0.628
E5S50_5ecu_50signals	baseline1	158	0.7644000000001938	0.632
E5S50_5ecu_50signals	baseline1	159	0.7920000000001437	0.636
E5S50_5ecu_50signals	baseline1	160	0.7960000000001628	0.64
E5S50_5ecu_50signals	baseline1	161	0.7980000000001723	0.644
E5S50_5ecu_50signals	baseline1	162	0.804000000000201	0.648
E5S50_5ecu_50signals	baseline1	163	0.8316000000001509	0.652
E5S50_5ecu_50signals	baseline1	164	0.8376000000001795	0.656
E5S50_5ecu_50signals	baseline1	165	0.8436000000002082	0.66
E5S50_5ecu_50signals	baseline1	166	0.8712000000001581	0.664
E5S50_5ecu_50signals	baseline1	167	0.8712000000001581	0.668
