# 跨六组信号集汇总的对比结果，便于直接复制到表格或画图脚本。
# dataset: 数据集标签，对应 M1~M6。
# scheme: foundation / baseline1 / baseline2。
# ASIL 分组指标均可直接按 dataset + scheme + asil 进行筛选或透视。

[bandwidth_utilization]
dataset	scheme	compare_bandwidth_utilization	static_bandwidth_utilization	signal_count	total_added_signal_copies
M1_3ecu_75signals	baseline2	B	8	1.3877787807814457e-17	1.1102230246251565e-16
M1_3ecu_75signals	baseline2	C	7	4.7581076304196764e-17	1.1102230246251565e-16
M1_3ecu_75signals	baseline2	D	4	1.5668545760454156e-22	6.2674183041816625e-22
M2_3ecu_105signals	foundation	A	79	1.2182126507503466e-08	1.4471999895280609e-08
M2_3ecu_105signals	foundation	B	11	1.4524966950501249e-16	1.7036438176447859e-16
M2_3ecu_105signals	foundation	C	10	1.3358195844629897e-16	1.7036438176447859e-16
M2_3ecu_105signals	foundation	D	5	1.3170988647684447e-16	1.6517390187718504e-16
M2_3ecu_105signals	baseline1	A	79	4.8394937389652987e-09	1.4471999895280609e-08
M2_3ecu_105signals	baseline1	B	11	1.6644633819158956e-16	2.0943878096900196e-16
M2_3ecu_105signals	baseline1	C	10	1.4789951817156206e-16	2.0943878096900196e-16
M2_3ecu_105signals	baseline1	D	5	1.4009630231357447e-16	1.9410062129579012e-16
M2_3ecu_105signals	baseline2	A	79	6.8215475462411514e-15	2.8976820942716586e-14
M2_3ecu_105signals	baseline2	B	11	2.0185873175002847e-17	1.1102230246251565e-16
M2_3ecu_105signals	baseline2	C	10	3.3306753412937735e-17	1.1102230246251565e-16
M2_3ecu_105signals	baseline2	D	5	7.2906543011606213e-15	3.6453270879061277e-14
M3_4ecu_135signals	foundation	A	102	1.2322588158759294e-08	1.4471999895280609e-08
M3_4ecu_135signals	foundation	B	14	1.4485771366940244e-16	1.7817926161382334e-16
M3_4ecu_135signals	foundation	C	13	1.3218272708287019e-16	1.7817926161382334e-16
M3_4ecu_135signals	foundation	D	6	1.2982226250981448e-16	1.5823382200910208e-16
M3_4ecu_135signals	baseline1	A	102	4.8790588967111729e-09	1.285199991741305e-08
M3_4ecu_135signals	baseline1	B	14	1.7000196460534733e-16	2.0943878096900196e-16
M3_4ecu_135signals	baseline1	C	13	1.5206536055810331e-16	2.0943878096900196e-16
M3_4ecu_135signals	baseline1	D	6	1.3324370244507893e-16	1.6517390187718504e-16
M3_4ecu_135signals	baseline2	A	102	1.5698771258988856e-14	6.0063065632220969e-14
M3_4ecu_135signals	baseline2	B	14	2.3790493384824782e-17	1.1102230246251565e-16
M3_4ecu_135signals	baseline2	C	13	2.812637937040292e-15	3.6453270879061277e-14
M3_4ecu_135signals	baseline2	D	6	1.2169594111403911e-14	3.6453270879061277e-14
M4_4ecu_170signals	foundation	A	128	1.2645281168134538e-08	1.8791999823430371e-08
M4_4ecu_170signals	foundation	B	18	1.4618102220958e-16	1.8657734145098039e-16
M4_4ecu_170signals	foundation	C	16	1.3502610741466712e-16	1.8657734145098039e-16
M4_4ecu_170signals	foundation	D	8	1.3107128249336765e-16	1.5823382200910208e-16
M4_4ecu_170signals	baseline1	A	128	6.0960937978898794e-09	1.8791999823430371e-08
M4_4ecu_170signals	baseline1	B	18	1.438223022565998e-16	2.0943878096900196e-16
M4_4ecu_170signals	baseline1	C	16	1.5033875211707355e-16	2.0943878096900196e-16
M4_4ecu_170signals	baseline1	D	8	1.3273340246306133e-16	1.6517390187718504e-16
M4_4ecu_170signals	baseline2	A	128	2.7870934726781371e-14	1.113553693699032e-13
M4_4ecu_170signals	baseline2	B	18	1.8503717077085941e-17	1.1102230246251565e-16
M4_4ecu_170signals	baseline2	C	16	2.2852683238452371e-15	3.6453270879061277e-14
M4_4ecu_170signals	baseline2	D	8	2.2783294299413298e-14	3.6453270879061277e-14
M5_5ecu_200signals	foundation	A	151	1.2651735017401196e-08	1.8791999823430371e-08
M5_5ecu_200signals	foundation	B	21	1.4472024509841167e-16	1.7817926161382334e-16
M5_5ecu_200signals	foundation	C	19	1.3526802030345668e-16	1.7817926161382334e-16
M5_5ecu_200signals	foundation	D	9	1.3132886248697173e-16	1.5823382200910208e-16
M5_5ecu_200signals	baseline1	A	151	5.5752318624802237e-09	1.8791999823430371e-08
M5_5ecu_200signals	baseline1	B	21	1.8728551274269757e-16	2.7662341939919932e-16
M5_5ecu_200signals	baseline1	C	19	1.5568922827323805e-16	2.7662341939919932e-16
M5_5ecu_200signals	baseline1	D	9	1.2917750252652108e-16	1.5158534213368129e-16
M5_5ecu_200signals	baseline2	A	151	3.9225429379968281e-14	1.6198153929281034e-13
M5_5ecu_200signals	baseline2	B	21	6.8728092000604931e-17	2.2204460492503131e-16
M5_5ecu_200signals	baseline2	C	19	1.9478095995459925e-15	3.6453270879061277e-14
M5_5ecu_200signals	baseline2	D	9	2.0264153047632567e-14	3.6453270879061277e-14
M6_5ecu_225signals	foundation	A	170	1.2588352860213723e-08	1.8791999823430371e-08
M6_5ecu_225signals	foundation	B	24	1.4114849230717383e-16	1.7905406160210802e-16
M6_5ecu_225signals	foundation	C	21	1.4047954802959916e-16	1.7905406160210802e-16
M6_5ecu_225signals	foundation	D	10	1.296278625160448e-16	1.5823382200910208e-16
M6_5ecu_225signals	baseline1	A	170	5.6922353517354071e-09	1.8791999823430371e-08
M6_5ecu_225signals	baseline1	B	24	1.5864206194743703e-16	2.7662341939919932e-16
M6_5ecu_225signals	baseline1	C	21	1.5005513638997257e-16	2.7662341939919932e-16
M6_5ecu_225signals	baseline1	D	10	1.3035103050249407e-16	1.6517390187718504e-16
M6_5ecu_225signals	baseline2	A	170	5.1876803506529004e-14	2.2759572004815709e-13
M6_5ecu_225signals	baseline2	B	24	4.6259292692714853e-18	1.1102230246251565e-16
M6_5ecu_225signals	baseline2	C	21	1.7464435944755384e-15	3.6453270879061277e-14
M6_5ecu_225signals	baseline2	D	10	2.1871962600529186e-14	3.6453270879061277e-14

[added_signal_copies]
dataset	scheme	asil	signal_count	added_signal_copies
M1_3ecu_75signals	foundation	A	56	0
M1_3ecu_75signals	foundation	B	8	8
M1_3ecu_75signals	foundation	C	7	7
M1_3ecu_75signals	foundation	D	4	4
M1_3ecu_75signals	baseline1	A	56	38
M1_3ecu_75signals	baseline1	B	8	8
M1_3ecu_75signals	baseline1	C	7	7
M1_3ecu_75signals	baseline1	D	4	4
M1_3ecu_75signals	baseline2	A	56	0
M1_3ecu_75signals	baseline2	B	8	0
M1_3ecu_75signals	baseline2	C	7	0
M1_3ecu_75signals	baseline2	D	4	0
M2_3ecu_105signals	foundation	A	79	0
M2_3ecu_105signals	foundation	B	11	11
M2_3ecu_105signals	foundation	C	10	10
M2_3ecu_105signals	foundation	D	5	5
M2_3ecu_105signals	baseline1	A	79	49
M2_3ecu_105signals	baseline1	B	11	11
M2_3ecu_105signals	baseline1	C	10	10
M2_3ecu_105signals	baseline1	D	5	5
M2_3ecu_105signals	baseline2	A	79	0
M2_3ecu_105signals	baseline2	B	11	0
M2_3ecu_105signals	baseline2	C	10	0
M2_3ecu_105signals	baseline2	D	5	0
M3_4ecu_135signals	foundation	A	102	0
M3_4ecu_135signals	foundation	B	14	14
M3_4ecu_135signals	foundation	C	13	13
M3_4ecu_135signals	foundation	D	6	6
M3_4ecu_135signals	baseline1	A	102	60
M3_4ecu_135signals	baseline1	B	14	14
M3_4ecu_135signals	baseline1	C	13	13
M3_4ecu_135signals	baseline1	D	6	6
M3_4ecu_135signals	baseline2	A	102	0
M3_4ecu_135signals	baseline2	B	14	0
M3_4ecu_135signals	baseline2	C	13	0
M3_4ecu_135signals	baseline2	D	6	0
M4_4ecu_170signals	foundation	A	128	0
M4_4ecu_170signals	foundation	B	18	18
M4_4ecu_170signals	foundation	C	16	16
M4_4ecu_170signals	foundation	D	8	8
M4_4ecu_170signals	baseline1	A	128	68
M4_4ecu_170signals	baseline1	B	18	18
M4_4ecu_170signals	baseline1	C	16	16
M4_4ecu_170signals	baseline1	D	8	8
M4_4ecu_170signals	baseline2	A	128	0
M4_4ecu_170signals	baseline2	B	18	0
M4_4ecu_170signals	baseline2	C	16	0
M4_4ecu_170signals	baseline2	D	8	0
M5_5ecu_200signals	foundation	A	151	0
M5_5ecu_200signals	foundation	B	21	21
M5_5ecu_200signals	foundation	C	19	19
M5_5ecu_200signals	foundation	D	9	9
M5_5ecu_200signals	baseline1	A	151	86
M5_5ecu_200signals	baseline1	B	21	21
M5_5ecu_200signals	baseline1	C	19	19
M5_5ecu_200signals	baseline1	D	9	9
M5_5ecu_200signals	baseline2	A	151	0
M5_5ecu_200signals	baseline2	B	21	0
M5_5ecu_200signals	baseline2	C	19	0
M5_5ecu_200signals	baseline2	D	9	0
M6_5ecu_225signals	foundation	A	170	0
M6_5ecu_225signals	foundation	B	24	24
M6_5ecu_225signals	foundation	C	21	21
M6_5ecu_225signals	foundation	D	10	10
M6_5ecu_225signals	baseline1	A	170	95
M6_5ecu_225signals	baseline1	B	24	24
M6_5ecu_225signals	baseline1	C	21	21
M6_5ecu_225signals	baseline1	D	10	10
M6_5ecu_225signals	baseline2	A	170	0
M6_5ecu_225signals	baseline2	B	24	0
M6_5ecu_225signals	baseline2	C	21	0
M6_5ecu_225signals	baseline2	D	10	0
