[scheme_summary]
dataset	config	scheme	normal_bandwidth_utilization	fault_bandwidth_utilization	total_added_signal_copies	schedulable
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	algorithm2	0.290091	0.290091	12	1

[cluster_summary]
dataset	config	code	route_count	p_function_fault	p_threshold

[route_summary]
dataset	config	code	comm_id	level	type	src_ecu	dst_ecu	period_ms	deadline_ms	signal_instance_count	added_signal_copies	p_comm_fault	p_threshold	max_wcrt_ms
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	883007304	0	0	0	3	0	20	20	1	0	4.16e-08	1	1.2692
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	960578645	0	0	0	0	4	20	20	1	0	3.96e-08	1	0.6336
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	1010456893	0	0	0	0	1	100	100	1	0	3.96e-08	1	1.3484
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	1104613694	0	0	0	2	3	10	10	1	0	3.96e-08	1	0.7128
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	1670588295	0	0	0	2	1	2	2	1	0	3.96e-08	1	0.2376
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	1756405664	0	0	0	2	1	20	20	1	0	3.96e-08	1	0.792
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	1775452876	0	0	0	1	4	20	20	1	0	3.96e-08	1	1.2276
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	1900032503	0	0	0	3	4	100	100	1	0	3.96e-08	1	1.4276
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	1940123095	0	0	0	2	1	10	10	1	0	3.96e-08	1	0.792
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	1947942967	0	0	0	3	1	10	10	1	0	3.96e-08	1	0.5544
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	2315497312	0	0	0	4	1	1000	1000	1	0	3.96e-08	1	1.7444
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	2381033674	0	0	0	4	2	10	10	1	0	3.96e-08	1	0.7524
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	2584214471	0	0	0	0	2	50	50	1	0	3.96e-08	1	1.3088
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	2975347992	0	0	0	0	4	100	100	1	0	3.96e-08	1	1.4672
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	3024909092	0	0	0	3	4	20	20	1	0	3.96e-08	1	0.9504
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	3190348211	0	0	0	1	2	5	5	1	0	3.96e-08	1	0.3564
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	3199143736	0	0	0	0	1	100	100	1	0	3.96e-08	1	1.3484
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	3266855503	0	0	0	2	1	100	100	1	0	3.96e-08	1	1.6256
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	3373337793	0	0	0	1	0	20	20	1	0	3.96e-08	1	0.594
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	3377394222	0	0	0	4	3	10	10	1	0	3.96e-08	1	0.396
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	3380669998	0	0	0	3	0	100	100	1	0	3.96e-08	1	1.388
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	3501920045	0	0	0	0	4	10	10	1	0	3.96e-08	1	0.6336
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	3631486991	0	0	0	1	2	20	20	1	0	3.96e-08	1	0.8316
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	3651196120	0	0	0	1	3	10	10	1	0	3.96e-08	1	0.8712
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	3772387097	0	0	0	3	1	100	100	1	0	3.96e-08	1	1.586
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	4045397080	0	0	0	2	0	10	10	1	0	3.96e-08	1	0.2772
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	4082820888	0	0	0	3	1	20	20	1	0	3.96e-08	1	0.5544
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	4130223173	0	0	0	0	1	10	10	1	0	3.96e-08	1	0.4356
E5S50_5ecu_50signals_001	E5S50_5ecu_50signals	4201053636	0	0	0	2	0	20	20	1	0	3.96e-08	1	0.9108
